state,district,year,quarter,period_id,registered_users
tripura,gomati,2018,1,8072,5077
tripura,gomati,2018,2,8073,7946
tripura,gomati,2018,3,8074,11285
tripura,gomati,2018,4,8075,15284
tripura,gomati,2019,1,8076,18659
tripura,gomati,2019,2,8077,22195
tripura,gomati,2019,3,8078,25415
tripura,gomati,2019,4,8079,28405
tripura,gomati,2020,1,8080,31694
tripura,gomati,2020,2,8081,35863
tripura,gomati,2020,3,8082,40300
tripura,gomati,2020,4,8083,44132
tripura,gomati,2021,1,8084,47085
tripura,gomati,2021,2,8085,49837
tripura,gomati,2021,3,8086,52801
tripura,gomati,2021,4,8087,55899
tripura,gomati,2022,1,8088,58883
tripura,gomati,2022,2,8089,62088
tripura,gomati,2022,3,8090,65582
tripura,gomati,2022,4,8091,68927
tripura,gomati,2023,1,8092,71929
tripura,gomati,2023,2,8093,75208
tripura,gomati,2023,3,8094,78957
tripura,gomati,2023,4,8095,83387
tripura,gomati,2024,1,8096,88676
tripura,gomati,2024,2,8097,94423
tripura,gomati,2024,3,8098,99509
tripura,gomati,2024,4,8099,103351
tripura,gomati,2025,1,8100,107036
tripura,gomati,2025,2,8101,111089
tripura,gomati,2025,3,8102,115428
tripura,gomati,2025,4,8103,120141
tripura,gomati,2026,1,8104,124719
tripura,gomati,2026,2,8105,129970
tripura,khowai,2018,1,8072,3116
tripura,khowai,2018,2,8073,4775
tripura,khowai,2018,3,8074,6675
tripura,khowai,2018,4,8075,9384
tripura,khowai,2019,1,8076,11284
tripura,khowai,2019,2,8077,13465
tripura,khowai,2019,3,8078,15348
tripura,khowai,2019,4,8079,17156
tripura,khowai,2020,1,8080,19134
tripura,khowai,2020,2,8081,21394
tripura,khowai,2020,3,8082,24152
tripura,khowai,2020,4,8083,26312
tripura,khowai,2021,1,8084,27888
tripura,khowai,2021,2,8085,29409
tripura,khowai,2021,3,8086,31082
tripura,khowai,2021,4,8087,32784
tripura,khowai,2022,1,8088,34461
tripura,khowai,2022,2,8089,36249
tripura,khowai,2022,3,8090,38125
tripura,khowai,2022,4,8091,39980
tripura,khowai,2023,1,8092,41634
tripura,khowai,2023,2,8093,43689
tripura,khowai,2023,3,8094,46223
tripura,khowai,2023,4,8095,49123
tripura,khowai,2024,1,8096,52584
tripura,khowai,2024,2,8097,56298
tripura,khowai,2024,3,8098,59768
tripura,khowai,2024,4,8099,62121
tripura,khowai,2025,1,8100,64543
tripura,khowai,2025,2,8101,66946
tripura,khowai,2025,3,8102,69798
tripura,khowai,2025,4,8103,72968
tripura,khowai,2026,1,8104,76012
tripura,khowai,2026,2,8105,79657
tripura,north tripura,2018,1,8072,4700
tripura,north tripura,2018,2,8073,7137
tripura,north tripura,2018,3,8074,9957
tripura,north tripura,2018,4,8075,13582
tripura,north tripura,2019,1,8076,16578
tripura,north tripura,2019,2,8077,20025
tripura,north tripura,2019,3,8078,23419
tripura,north tripura,2019,4,8079,26636
tripura,north tripura,2020,1,8080,29892
tripura,north tripura,2020,2,8081,34112
tripura,north tripura,2020,3,8082,38686
tripura,north tripura,2020,4,8083,42775
tripura,north tripura,2021,1,8084,45975
tripura,north tripura,2021,2,8085,49174
tripura,north tripura,2021,3,8086,52539
tripura,north tripura,2021,4,8087,56037
tripura,north tripura,2022,1,8088,59583
tripura,north tripura,2022,2,8089,63373
tripura,north tripura,2022,3,8090,67778
tripura,north tripura,2022,4,8091,72043
tripura,north tripura,2023,1,8092,76276
tripura,north tripura,2023,2,8093,80671
tripura,north tripura,2023,3,8094,85454
tripura,north tripura,2023,4,8095,90698
tripura,north tripura,2024,1,8096,96928
tripura,north tripura,2024,2,8097,103273
tripura,north tripura,2024,3,8098,109146
tripura,north tripura,2024,4,8099,113588
tripura,north tripura,2025,1,8100,118442
tripura,north tripura,2025,2,8101,122880
tripura,north tripura,2025,3,8102,127762
tripura,north tripura,2025,4,8103,132750
tripura,north tripura,2026,1,8104,137225
tripura,north tripura,2026,2,8105,142104
tripura,sepahijala,2018,1,8072,4661
tripura,sepahijala,2018,2,8073,7050
tripura,sepahijala,2018,3,8074,10228
tripura,sepahijala,2018,4,8075,14351
tripura,sepahijala,2019,1,8076,17367
tripura,sepahijala,2019,2,8077,20663
tripura,sepahijala,2019,3,8078,23603
tripura,sepahijala,2019,4,8079,26365
tripura,sepahijala,2020,1,8080,29458
tripura,sepahijala,2020,2,8081,33552
tripura,sepahijala,2020,3,8082,38173
tripura,sepahijala,2020,4,8083,41756
tripura,sepahijala,2021,1,8084,44385
tripura,sepahijala,2021,2,8085,46902
tripura,sepahijala,2021,3,8086,49630
tripura,sepahijala,2021,4,8087,52457
tripura,sepahijala,2022,1,8088,55276
tripura,sepahijala,2022,2,8089,58219
tripura,sepahijala,2022,3,8090,61453
tripura,sepahijala,2022,4,8091,64609
tripura,sepahijala,2023,1,8092,67545
tripura,sepahijala,2023,2,8093,70544
tripura,sepahijala,2023,3,8094,74179
tripura,sepahijala,2023,4,8095,78333
tripura,sepahijala,2024,1,8096,83480
tripura,sepahijala,2024,2,8097,88979
tripura,sepahijala,2024,3,8098,93760
tripura,sepahijala,2024,4,8099,97579
tripura,sepahijala,2025,1,8100,101273
tripura,sepahijala,2025,2,8101,104882
tripura,sepahijala,2025,3,8102,108777
tripura,sepahijala,2025,4,8103,112979
tripura,sepahijala,2026,1,8104,117037
tripura,sepahijala,2026,2,8105,121938
tripura,south tripura,2018,1,8072,5350
tripura,south tripura,2018,2,8073,8013
tripura,south tripura,2018,3,8074,11540
tripura,south tripura,2018,4,8075,15787
tripura,south tripura,2019,1,8076,19371
tripura,south tripura,2019,2,8077,23157
tripura,south tripura,2019,3,8078,26525
tripura,south tripura,2019,4,8079,29770
tripura,south tripura,2020,1,8080,33110
tripura,south tripura,2020,2,8081,36889
tripura,south tripura,2020,3,8082,41306
tripura,south tripura,2020,4,8083,44641
tripura,south tripura,2021,1,8084,47215
tripura,south tripura,2021,2,8085,49648
tripura,south tripura,2021,3,8086,52112
tripura,south tripura,2021,4,8087,54778
tripura,south tripura,2022,1,8088,57430
tripura,south tripura,2022,2,8089,60124
tripura,south tripura,2022,3,8090,63224
tripura,south tripura,2022,4,8091,66251
tripura,south tripura,2023,1,8092,69135
tripura,south tripura,2023,2,8093,72317
tripura,south tripura,2023,3,8094,75756
tripura,south tripura,2023,4,8095,79499
tripura,south tripura,2024,1,8096,84340
tripura,south tripura,2024,2,8097,89105
tripura,south tripura,2024,3,8098,93540
tripura,south tripura,2024,4,8099,97023
tripura,south tripura,2025,1,8100,100690
tripura,south tripura,2025,2,8101,104392
tripura,south tripura,2025,3,8102,108481
tripura,south tripura,2025,4,8103,112704
tripura,south tripura,2026,1,8104,116559
tripura,south tripura,2026,2,8105,120944
tripura,unakoti,2018,1,8072,2882
tripura,unakoti,2018,2,8073,4438
tripura,unakoti,2018,3,8074,6315
tripura,unakoti,2018,4,8075,8529
tripura,unakoti,2019,1,8076,10318
tripura,unakoti,2019,2,8077,12502
tripura,unakoti,2019,3,8078,14566
tripura,unakoti,2019,4,8079,16626
tripura,unakoti,2020,1,8080,18912
tripura,unakoti,2020,2,8081,21412
tripura,unakoti,2020,3,8082,24307
tripura,unakoti,2020,4,8083,26899
tripura,unakoti,2021,1,8084,28866
tripura,unakoti,2021,2,8085,30807
tripura,unakoti,2021,3,8086,32871
tripura,unakoti,2021,4,8087,34959
tripura,unakoti,2022,1,8088,36981
tripura,unakoti,2022,2,8089,39142
tripura,unakoti,2022,3,8090,41609
tripura,unakoti,2022,4,8091,43979
tripura,unakoti,2023,1,8092,46248
tripura,unakoti,2023,2,8093,48816
tripura,unakoti,2023,3,8094,51651
tripura,unakoti,2023,4,8095,55045
tripura,unakoti,2024,1,8096,58899
tripura,unakoti,2024,2,8097,62962
tripura,unakoti,2024,3,8098,66900
tripura,unakoti,2024,4,8099,69764
tripura,unakoti,2025,1,8100,72717
tripura,unakoti,2025,2,8101,75612
tripura,unakoti,2025,3,8102,79045
tripura,unakoti,2025,4,8103,82779
tripura,unakoti,2026,1,8104,85945
tripura,unakoti,2026,2,8105,89899
tripura,west tripura,2018,1,8072,26516
tripura,west tripura,2018,2,8073,39320
tripura,west tripura,2018,3,8074,52296
tripura,west tripura,2018,4,8075,67361
tripura,west tripura,2019,1,8076,80337
tripura,west tripura,2019,2,8077,94064
tripura,west tripura,2019,3,8078,106816
tripura,west tripura,2019,4,8079,117010
tripura,west tripura,2020,1,8080,128502
tripura,west tripura,2020,2,8081,141535
tripura,west tripura,2020,3,8082,157322
tripura,west tripura,2020,4,8083,170797
tripura,west tripura,2021,1,8084,181244
tripura,west tripura,2021,2,8085,191580
tripura,west tripura,2021,3,8086,202760
tripura,west tripura,2021,4,8087,213808
tripura,west tripura,2022,1,8088,224262
tripura,west tripura,2022,2,8089,235200
tripura,west tripura,2022,3,8090,246989
tripura,west tripura,2022,4,8091,257879
tripura,west tripura,2023,1,8092,268590
tripura,west tripura,2023,2,8093,279317
tripura,west tripura,2023,3,8094,291102
tripura,west tripura,2023,4,8095,303906
tripura,west tripura,2024,1,8096,319079
tripura,west tripura,2024,2,8097,335556
tripura,west tripura,2024,3,8098,351212
tripura,west tripura,2024,4,8099,363184
tripura,west tripura,2025,1,8100,375038
tripura,west tripura,2025,2,8101,386868
tripura,west tripura,2025,3,8102,399495
tripura,west tripura,2025,4,8103,412133
tripura,west tripura,2026,1,8104,424584
tripura,west tripura,2026,2,8105,442037
uttar pradesh,agra,2018,1,8072,150202
uttar pradesh,agra,2018,2,8073,208397
uttar pradesh,agra,2018,3,8074,260326
uttar pradesh,agra,2018,4,8075,327908
uttar pradesh,agra,2019,1,8076,401649
uttar pradesh,agra,2019,2,8077,472848
uttar pradesh,agra,2019,3,8078,543282
uttar pradesh,agra,2019,4,8079,607000
uttar pradesh,agra,2020,1,8080,682341
uttar pradesh,agra,2020,2,8081,762477
uttar pradesh,agra,2020,3,8082,840748
uttar pradesh,agra,2020,4,8083,918721
uttar pradesh,agra,2021,1,8084,994728
uttar pradesh,agra,2021,2,8085,1066234
uttar pradesh,agra,2021,3,8086,1149330
uttar pradesh,agra,2021,4,8087,1234533
uttar pradesh,agra,2022,1,8088,1323736
uttar pradesh,agra,2022,2,8089,1403674
uttar pradesh,agra,2022,3,8090,1489977
uttar pradesh,agra,2022,4,8091,1572391
uttar pradesh,agra,2023,1,8092,1650245
uttar pradesh,agra,2023,2,8093,1724404
uttar pradesh,agra,2023,3,8094,1802112
uttar pradesh,agra,2023,4,8095,1885822
uttar pradesh,agra,2024,1,8096,1980929
uttar pradesh,agra,2024,2,8097,2070952
uttar pradesh,agra,2024,3,8098,2155451
uttar pradesh,agra,2024,4,8099,2232395
uttar pradesh,agra,2025,1,8100,2309477
uttar pradesh,agra,2025,2,8101,2383106
uttar pradesh,agra,2025,3,8102,2465002
uttar pradesh,agra,2025,4,8103,2543211
uttar pradesh,agra,2026,1,8104,2617063
uttar pradesh,agra,2026,2,8105,2675497
uttar pradesh,aligarh,2018,1,8072,85561
uttar pradesh,aligarh,2018,2,8073,118498
uttar pradesh,aligarh,2018,3,8074,147228
uttar pradesh,aligarh,2018,4,8075,187289
uttar pradesh,aligarh,2019,1,8076,229040
uttar pradesh,aligarh,2019,2,8077,269741
uttar pradesh,aligarh,2019,3,8078,311049
uttar pradesh,aligarh,2019,4,8079,351383
uttar pradesh,aligarh,2020,1,8080,398698
uttar pradesh,aligarh,2020,2,8081,449380
uttar pradesh,aligarh,2020,3,8082,500067
uttar pradesh,aligarh,2020,4,8083,553006
uttar pradesh,aligarh,2021,1,8084,604326
uttar pradesh,aligarh,2021,2,8085,652006
uttar pradesh,aligarh,2021,3,8086,706648
uttar pradesh,aligarh,2021,4,8087,765490
uttar pradesh,aligarh,2022,1,8088,827398
uttar pradesh,aligarh,2022,2,8089,883638
uttar pradesh,aligarh,2022,3,8090,946556
uttar pradesh,aligarh,2022,4,8091,1007026
uttar pradesh,aligarh,2023,1,8092,1065742
uttar pradesh,aligarh,2023,2,8093,1117041
uttar pradesh,aligarh,2023,3,8094,1174685
uttar pradesh,aligarh,2023,4,8095,1239174
uttar pradesh,aligarh,2024,1,8096,1308527
uttar pradesh,aligarh,2024,2,8097,1371791
uttar pradesh,aligarh,2024,3,8098,1434040
uttar pradesh,aligarh,2024,4,8099,1488435
uttar pradesh,aligarh,2025,1,8100,1543926
uttar pradesh,aligarh,2025,2,8101,1595507
uttar pradesh,aligarh,2025,3,8102,1656218
uttar pradesh,aligarh,2025,4,8103,1714849
uttar pradesh,aligarh,2026,1,8104,1769407
uttar pradesh,aligarh,2026,2,8105,1827241
uttar pradesh,ambedkar nagar,2018,1,8072,40256
uttar pradesh,ambedkar nagar,2018,2,8073,56369
uttar pradesh,ambedkar nagar,2018,3,8074,70540
uttar pradesh,ambedkar nagar,2018,4,8075,90754
uttar pradesh,ambedkar nagar,2019,1,8076,111431
uttar pradesh,ambedkar nagar,2019,2,8077,128004
uttar pradesh,ambedkar nagar,2019,3,8078,142775
uttar pradesh,ambedkar nagar,2019,4,8079,160457
uttar pradesh,ambedkar nagar,2020,1,8080,181695
uttar pradesh,ambedkar nagar,2020,2,8081,205419
uttar pradesh,ambedkar nagar,2020,3,8082,226989
uttar pradesh,ambedkar nagar,2020,4,8083,247668
uttar pradesh,ambedkar nagar,2021,1,8084,268034
uttar pradesh,ambedkar nagar,2021,2,8085,287992
uttar pradesh,ambedkar nagar,2021,3,8086,313130
uttar pradesh,ambedkar nagar,2021,4,8087,338842
uttar pradesh,ambedkar nagar,2022,1,8088,366185
uttar pradesh,ambedkar nagar,2022,2,8089,390302
uttar pradesh,ambedkar nagar,2022,3,8090,416767
uttar pradesh,ambedkar nagar,2022,4,8091,443034
uttar pradesh,ambedkar nagar,2023,1,8092,470264
uttar pradesh,ambedkar nagar,2023,2,8093,494258
uttar pradesh,ambedkar nagar,2023,3,8094,519603
uttar pradesh,ambedkar nagar,2023,4,8095,546658
uttar pradesh,ambedkar nagar,2024,1,8096,579423
uttar pradesh,ambedkar nagar,2024,2,8097,609669
uttar pradesh,ambedkar nagar,2024,3,8098,638308
uttar pradesh,ambedkar nagar,2024,4,8099,665010
uttar pradesh,ambedkar nagar,2025,1,8100,693736
uttar pradesh,ambedkar nagar,2025,2,8101,719519
uttar pradesh,ambedkar nagar,2025,3,8102,749490
uttar pradesh,ambedkar nagar,2025,4,8103,779823
uttar pradesh,ambedkar nagar,2026,1,8104,809044
uttar pradesh,ambedkar nagar,2026,2,8105,820870
uttar pradesh,amethi,2018,1,8072,25836
uttar pradesh,amethi,2018,2,8073,36143
uttar pradesh,amethi,2018,3,8074,44827
uttar pradesh,amethi,2018,4,8075,57432
uttar pradesh,amethi,2019,1,8076,69765
uttar pradesh,amethi,2019,2,8077,80083
uttar pradesh,amethi,2019,3,8078,90281
uttar pradesh,amethi,2019,4,8079,101726
uttar pradesh,amethi,2020,1,8080,115554
uttar pradesh,amethi,2020,2,8081,130695
uttar pradesh,amethi,2020,3,8082,144993
uttar pradesh,amethi,2020,4,8083,159178
uttar pradesh,amethi,2021,1,8084,173230
uttar pradesh,amethi,2021,2,8085,186505
uttar pradesh,amethi,2021,3,8086,202859
uttar pradesh,amethi,2021,4,8087,219864
uttar pradesh,amethi,2022,1,8088,237404
uttar pradesh,amethi,2022,2,8089,253209
uttar pradesh,amethi,2022,3,8090,270749
uttar pradesh,amethi,2022,4,8091,287723
uttar pradesh,amethi,2023,1,8092,304938
uttar pradesh,amethi,2023,2,8093,320981
uttar pradesh,amethi,2023,3,8094,339221
uttar pradesh,amethi,2023,4,8095,358651
uttar pradesh,amethi,2024,1,8096,381281
uttar pradesh,amethi,2024,2,8097,402430
uttar pradesh,amethi,2024,3,8098,422771
uttar pradesh,amethi,2024,4,8099,441237
uttar pradesh,amethi,2025,1,8100,461036
uttar pradesh,amethi,2025,2,8101,479022
uttar pradesh,amethi,2025,3,8102,500795
uttar pradesh,amethi,2025,4,8103,522106
uttar pradesh,amethi,2026,1,8104,542563
uttar pradesh,amethi,2026,2,8105,553416
uttar pradesh,amroha,2018,1,8072,32030
uttar pradesh,amroha,2018,2,8073,43950
uttar pradesh,amroha,2018,3,8074,55059
uttar pradesh,amroha,2018,4,8075,71356
uttar pradesh,amroha,2019,1,8076,88022
uttar pradesh,amroha,2019,2,8077,101601
uttar pradesh,amroha,2019,3,8078,115221
uttar pradesh,amroha,2019,4,8079,129220
uttar pradesh,amroha,2020,1,8080,147310
uttar pradesh,amroha,2020,2,8081,167494
uttar pradesh,amroha,2020,3,8082,187703
uttar pradesh,amroha,2020,4,8083,208685
uttar pradesh,amroha,2021,1,8084,230978
uttar pradesh,amroha,2021,2,8085,251670
uttar pradesh,amroha,2021,3,8086,277224
uttar pradesh,amroha,2021,4,8087,304827
uttar pradesh,amroha,2022,1,8088,334597
uttar pradesh,amroha,2022,2,8089,360974
uttar pradesh,amroha,2022,3,8090,391277
uttar pradesh,amroha,2022,4,8091,418553
uttar pradesh,amroha,2023,1,8092,445689
uttar pradesh,amroha,2023,2,8093,469541
uttar pradesh,amroha,2023,3,8094,495660
uttar pradesh,amroha,2023,4,8095,522873
uttar pradesh,amroha,2024,1,8096,552487
uttar pradesh,amroha,2024,2,8097,581450
uttar pradesh,amroha,2024,3,8098,609499
uttar pradesh,amroha,2024,4,8099,633338
uttar pradesh,amroha,2025,1,8100,657907
uttar pradesh,amroha,2025,2,8101,680734
uttar pradesh,amroha,2025,3,8102,708791
uttar pradesh,amroha,2025,4,8103,735348
uttar pradesh,amroha,2026,1,8104,759342
uttar pradesh,amroha,2026,2,8105,769082
uttar pradesh,auraiya,2018,1,8072,22843
uttar pradesh,auraiya,2018,2,8073,32530
uttar pradesh,auraiya,2018,3,8074,41396
uttar pradesh,auraiya,2018,4,8075,53126
uttar pradesh,auraiya,2019,1,8076,64587
uttar pradesh,auraiya,2019,2,8077,74674
uttar pradesh,auraiya,2019,3,8078,85640
uttar pradesh,auraiya,2019,4,8079,97768
uttar pradesh,auraiya,2020,1,8080,111211
uttar pradesh,auraiya,2020,2,8081,126331
uttar pradesh,auraiya,2020,3,8082,140358
uttar pradesh,auraiya,2020,4,8083,154693
uttar pradesh,auraiya,2021,1,8084,168156
uttar pradesh,auraiya,2021,2,8085,181108
uttar pradesh,auraiya,2021,3,8086,196487
uttar pradesh,auraiya,2021,4,8087,212574
uttar pradesh,auraiya,2022,1,8088,228924
uttar pradesh,auraiya,2022,2,8089,244303
uttar pradesh,auraiya,2022,3,8090,262202
uttar pradesh,auraiya,2022,4,8091,279966
uttar pradesh,auraiya,2023,1,8092,297800
uttar pradesh,auraiya,2023,2,8093,314107
uttar pradesh,auraiya,2023,3,8094,332153
uttar pradesh,auraiya,2023,4,8095,352190
uttar pradesh,auraiya,2024,1,8096,374155
uttar pradesh,auraiya,2024,2,8097,394460
uttar pradesh,auraiya,2024,3,8098,414688
uttar pradesh,auraiya,2024,4,8099,432770
uttar pradesh,auraiya,2025,1,8100,451626
uttar pradesh,auraiya,2025,2,8101,468874
uttar pradesh,auraiya,2025,3,8102,489005
uttar pradesh,auraiya,2025,4,8103,508273
uttar pradesh,auraiya,2026,1,8104,526787
uttar pradesh,auraiya,2026,2,8105,544431
uttar pradesh,ayodhya,2018,1,8072,56652
uttar pradesh,ayodhya,2018,2,8073,79266
uttar pradesh,ayodhya,2018,3,8074,98485
uttar pradesh,ayodhya,2018,4,8075,125028
uttar pradesh,ayodhya,2019,1,8076,150801
uttar pradesh,ayodhya,2019,2,8077,172145
uttar pradesh,ayodhya,2019,3,8078,192530
uttar pradesh,ayodhya,2019,4,8079,214187
uttar pradesh,ayodhya,2020,1,8080,240228
uttar pradesh,ayodhya,2020,2,8081,268553
uttar pradesh,ayodhya,2020,3,8082,296571
uttar pradesh,ayodhya,2020,4,8083,324397
uttar pradesh,ayodhya,2021,1,8084,351638
uttar pradesh,ayodhya,2021,2,8085,377487
uttar pradesh,ayodhya,2021,3,8086,408972
uttar pradesh,ayodhya,2021,4,8087,441672
uttar pradesh,ayodhya,2022,1,8088,474895
uttar pradesh,ayodhya,2022,2,8089,505262
uttar pradesh,ayodhya,2022,3,8090,538174
uttar pradesh,ayodhya,2022,4,8091,569980
uttar pradesh,ayodhya,2023,1,8092,600693
uttar pradesh,ayodhya,2023,2,8093,629402
uttar pradesh,ayodhya,2023,3,8094,661585
uttar pradesh,ayodhya,2023,4,8095,694632
uttar pradesh,ayodhya,2024,1,8096,732886
uttar pradesh,ayodhya,2024,2,8097,769446
uttar pradesh,ayodhya,2024,3,8098,805248
uttar pradesh,ayodhya,2024,4,8099,837384
uttar pradesh,ayodhya,2025,1,8100,870581
uttar pradesh,ayodhya,2025,2,8101,901304
uttar pradesh,ayodhya,2025,3,8102,938055
uttar pradesh,ayodhya,2025,4,8103,972140
uttar pradesh,ayodhya,2026,1,8104,1004554
uttar pradesh,ayodhya,2026,2,8105,1018415
uttar pradesh,azamgarh,2018,1,8072,75679
uttar pradesh,azamgarh,2018,2,8073,107417
uttar pradesh,azamgarh,2018,3,8074,136506
uttar pradesh,azamgarh,2018,4,8075,177073
uttar pradesh,azamgarh,2019,1,8076,216644
uttar pradesh,azamgarh,2019,2,8077,248898
uttar pradesh,azamgarh,2019,3,8078,278584
uttar pradesh,azamgarh,2019,4,8079,310514
uttar pradesh,azamgarh,2020,1,8080,351290
uttar pradesh,azamgarh,2020,2,8081,395427
uttar pradesh,azamgarh,2020,3,8082,436446
uttar pradesh,azamgarh,2020,4,8083,478947
uttar pradesh,azamgarh,2021,1,8084,520942
uttar pradesh,azamgarh,2021,2,8085,560843
uttar pradesh,azamgarh,2021,3,8086,611445
uttar pradesh,azamgarh,2021,4,8087,665446
uttar pradesh,azamgarh,2022,1,8088,720332
uttar pradesh,azamgarh,2022,2,8089,772067
uttar pradesh,azamgarh,2022,3,8090,828093
uttar pradesh,azamgarh,2022,4,8091,882177
uttar pradesh,azamgarh,2023,1,8092,935870
uttar pradesh,azamgarh,2023,2,8093,984345
uttar pradesh,azamgarh,2023,3,8094,1039747
uttar pradesh,azamgarh,2023,4,8095,1096822
uttar pradesh,azamgarh,2024,1,8096,1165365
uttar pradesh,azamgarh,2024,2,8097,1232515
uttar pradesh,azamgarh,2024,3,8098,1298180
uttar pradesh,azamgarh,2024,4,8099,1356060
uttar pradesh,azamgarh,2025,1,8100,1417760
uttar pradesh,azamgarh,2025,2,8101,1473565
uttar pradesh,azamgarh,2025,3,8102,1536199
uttar pradesh,azamgarh,2025,4,8103,1597299
uttar pradesh,azamgarh,2026,1,8104,1655700
uttar pradesh,azamgarh,2026,2,8105,1681167
uttar pradesh,bagpat,2018,1,8072,28940
uttar pradesh,bagpat,2018,2,8073,40104
uttar pradesh,bagpat,2018,3,8074,50405
uttar pradesh,bagpat,2018,4,8075,65717
uttar pradesh,bagpat,2019,1,8076,81259
uttar pradesh,bagpat,2019,2,8077,94747
uttar pradesh,bagpat,2019,3,8078,108590
uttar pradesh,bagpat,2019,4,8079,123383
uttar pradesh,bagpat,2020,1,8080,139798
uttar pradesh,bagpat,2020,2,8081,156983
uttar pradesh,bagpat,2020,3,8082,174780
uttar pradesh,bagpat,2020,4,8083,193030
uttar pradesh,bagpat,2021,1,8084,210528
uttar pradesh,bagpat,2021,2,8085,225613
uttar pradesh,bagpat,2021,3,8086,243911
uttar pradesh,bagpat,2021,4,8087,263663
uttar pradesh,bagpat,2022,1,8088,284556
uttar pradesh,bagpat,2022,2,8089,302718
uttar pradesh,bagpat,2022,3,8090,322889
uttar pradesh,bagpat,2022,4,8091,343423
uttar pradesh,bagpat,2023,1,8092,363284
uttar pradesh,bagpat,2023,2,8093,380050
uttar pradesh,bagpat,2023,3,8094,398760
uttar pradesh,bagpat,2023,4,8095,418417
uttar pradesh,bagpat,2024,1,8096,439254
uttar pradesh,bagpat,2024,2,8097,459008
uttar pradesh,bagpat,2024,3,8098,478466
uttar pradesh,bagpat,2024,4,8099,496167
uttar pradesh,bagpat,2025,1,8100,513908
uttar pradesh,bagpat,2025,2,8101,530121
uttar pradesh,bagpat,2025,3,8102,549076
uttar pradesh,bagpat,2025,4,8103,567285
uttar pradesh,bagpat,2026,1,8104,584377
uttar pradesh,bagpat,2026,2,8105,591733
uttar pradesh,bahraich,2018,1,8072,28358
uttar pradesh,bahraich,2018,2,8073,40936
uttar pradesh,bahraich,2018,3,8074,52697
uttar pradesh,bahraich,2018,4,8075,68142
uttar pradesh,bahraich,2019,1,8076,82822
uttar pradesh,bahraich,2019,2,8077,95191
uttar pradesh,bahraich,2019,3,8078,108682
uttar pradesh,bahraich,2019,4,8079,123094
uttar pradesh,bahraich,2020,1,8080,141111
uttar pradesh,bahraich,2020,2,8081,162004
uttar pradesh,bahraich,2020,3,8082,183297
uttar pradesh,bahraich,2020,4,8083,206412
uttar pradesh,bahraich,2021,1,8084,228889
uttar pradesh,bahraich,2021,2,8085,248240
uttar pradesh,bahraich,2021,3,8086,274416
uttar pradesh,bahraich,2021,4,8087,303167
uttar pradesh,bahraich,2022,1,8088,337492
uttar pradesh,bahraich,2022,2,8089,367659
uttar pradesh,bahraich,2022,3,8090,403332
uttar pradesh,bahraich,2022,4,8091,439327
uttar pradesh,bahraich,2023,1,8092,476166
uttar pradesh,bahraich,2023,2,8093,509152
uttar pradesh,bahraich,2023,3,8094,548017
uttar pradesh,bahraich,2023,4,8095,594710
uttar pradesh,bahraich,2024,1,8096,643543
uttar pradesh,bahraich,2024,2,8097,687510
uttar pradesh,bahraich,2024,3,8098,731990
uttar pradesh,bahraich,2024,4,8099,769265
uttar pradesh,bahraich,2025,1,8100,810445
uttar pradesh,bahraich,2025,2,8101,847512
uttar pradesh,bahraich,2025,3,8102,891658
uttar pradesh,bahraich,2025,4,8103,939540
uttar pradesh,bahraich,2026,1,8104,983797
uttar pradesh,bahraich,2026,2,8105,1023926
uttar pradesh,ballia,2018,1,8072,59417
uttar pradesh,ballia,2018,2,8073,84806
uttar pradesh,ballia,2018,3,8074,107753
uttar pradesh,ballia,2018,4,8075,140569
uttar pradesh,ballia,2019,1,8076,171802
uttar pradesh,ballia,2019,2,8077,197775
uttar pradesh,ballia,2019,3,8078,220942
uttar pradesh,ballia,2019,4,8079,248469
uttar pradesh,ballia,2020,1,8080,278889
uttar pradesh,ballia,2020,2,8081,311880
uttar pradesh,ballia,2020,3,8082,343504
uttar pradesh,ballia,2020,4,8083,377199
uttar pradesh,ballia,2021,1,8084,410026
uttar pradesh,ballia,2021,2,8085,440805
uttar pradesh,ballia,2021,3,8086,479149
uttar pradesh,ballia,2021,4,8087,518988
uttar pradesh,ballia,2022,1,8088,557986
uttar pradesh,ballia,2022,2,8089,595105
uttar pradesh,ballia,2022,3,8090,635002
uttar pradesh,ballia,2022,4,8091,674327
uttar pradesh,ballia,2023,1,8092,711606
uttar pradesh,ballia,2023,2,8093,746131
uttar pradesh,ballia,2023,3,8094,783881
uttar pradesh,ballia,2023,4,8095,825489
uttar pradesh,ballia,2024,1,8096,874312
uttar pradesh,ballia,2024,2,8097,922411
uttar pradesh,ballia,2024,3,8098,967468
uttar pradesh,ballia,2024,4,8099,1009678
uttar pradesh,ballia,2025,1,8100,1053009
uttar pradesh,ballia,2025,2,8101,1092924
uttar pradesh,ballia,2025,3,8102,1138396
uttar pradesh,ballia,2025,4,8103,1180761
uttar pradesh,ballia,2026,1,8104,1220332
uttar pradesh,ballia,2026,2,8105,1234052
uttar pradesh,balrampur,2018,1,8072,17262
uttar pradesh,balrampur,2018,2,8073,24841
uttar pradesh,balrampur,2018,3,8074,32347
uttar pradesh,balrampur,2018,4,8075,43315
uttar pradesh,balrampur,2019,1,8076,54293
uttar pradesh,balrampur,2019,2,8077,63183
uttar pradesh,balrampur,2019,3,8078,72728
