state,year,quarter,period_id,transaction_count,transaction_amount
telangana,2020,1,8080,177329550,318131593325.3983
telangana,2020,2,8081,138326729,285827211219.7179
telangana,2020,3,8082,207472326,428781682179.9675
telangana,2020,4,8083,321839483,640618169487.1467
telangana,2021,1,8084,392460349,745675476381.9314
telangana,2021,2,8085,461066776,943090363047.5881
telangana,2021,3,8086,592741458,1102647432922.4187
telangana,2021,4,8087,642408303,1206831019294.7505
telangana,2022,1,8088,820292794,1529608338617.9746
telangana,2022,2,8089,993209224,1792476811489.9426
telangana,2022,3,8090,1161232661,2003594734268.4893
telangana,2022,4,8091,1298732509,2182810144779.9902
telangana,2023,1,8092,1424621673,2371715741378.491
telangana,2023,2,8093,1644044462,2696606763836.345
telangana,2023,3,8094,1861859423,2865813600979.7666
telangana,2023,4,8095,2006013823,3121625949371.093
telangana,2024,1,8096,2170233621,3207009337042.48
telangana,2024,2,8097,2403883290,3461907722592.297
telangana,2024,3,8098,2607828990,3549548031458.4165
telangana,2024,4,8099,2824258573,3859512144223.8027
telangana,2025,1,8100,2957671238,4011827575951.1895
telangana,2025,2,8101,3044459287,4177136892219.811
telangana,2025,3,8102,3228865085,4188712492031.4736
telangana,2025,4,8103,3485116309,4541925564459.137
telangana,2026,1,8104,3571187698,4713863651916.881
telangana,2026,2,8105,3878232440,5128045744092.112
tripura,2018,1,8072,184069,166034070.60133272
tripura,2018,2,8073,262983,281717097.5101464
tripura,2018,3,8074,446745,527779192.51871157
tripura,2018,4,8075,538364,726298399.8778081
tripura,2019,1,8076,722617,930951274.7847986
tripura,2019,2,8077,787181,1193045264.9864974
tripura,2019,3,8078,880275,1426665779.1088414
tripura,2019,4,8079,1017662,1684739442.0514455
tripura,2020,1,8080,1129990,2057977801.9370825
tripura,2020,2,8081,1253367,2215013181.2374315
tripura,2020,3,8082,1676998,3165287940.7535105
tripura,2020,4,8083,1967767,3877627429.5468283
tripura,2021,1,8084,2012544,4367162381.678455
tripura,2021,2,8085,2428946,4660359423.354675
tripura,2021,3,8086,2876416,5802800784.247176
tripura,2021,4,8087,2997566,6336990350.00956
tripura,2022,1,8088,3841505,8167021603.850515
tripura,2022,2,8089,4598026,8963681349.511333
tripura,2022,3,8090,5814252,11009012067.584843
tripura,2022,4,8091,6360774,11623038234.726625
tripura,2023,1,8092,7564973,13869349810.241547
tripura,2023,2,8093,8518239,14533054884.912336
tripura,2023,3,8094,9631541,15862091659.466682
tripura,2023,4,8095,10707618,17538263497.053307
tripura,2024,1,8096,11581499,18535441026.607567
tripura,2024,2,8097,13492767,18847582110.315292
tripura,2024,3,8098,14575406,20044092205.04162
tripura,2024,4,8099,16034582,22499864071.518784
tripura,2025,1,8100,18622077,25016887005.832375
tripura,2025,2,8101,18753226,23151519446.559258
tripura,2025,3,8102,20791893,25461605416.507072
tripura,2025,4,8103,20913736,25744145782.637417
tripura,2026,1,8104,22097250,27676418661.486366
tripura,2026,2,8105,22862994,26743110330.736546
uttar pradesh,2018,1,8072,14786466,15841767520.712673
uttar pradesh,2018,2,8073,20337966,28765798204.423042
uttar pradesh,2018,3,8074,29327534,40693763120.758385
uttar pradesh,2018,4,8075,40312896,60754036465.70648
uttar pradesh,2019,1,8076,64046373,84430169656.88228
uttar pradesh,2019,2,8077,67580108,110293020020.75023
uttar pradesh,2019,3,8078,76672707,123828842522.57431
uttar pradesh,2019,4,8079,97385189,162877433939.99805
uttar pradesh,2020,1,8080,108112889,190863464183.66577
uttar pradesh,2020,2,8081,110306561,195404454299.56982
uttar pradesh,2020,3,8082,141565257,273741446015.2779
uttar pradesh,2020,4,8083,191598396,380442192615.8421
uttar pradesh,2021,1,8084,227417493,433880828404.01526
uttar pradesh,2021,2,8085,273728175,536955159535.7084
uttar pradesh,2021,3,8086,350675338,627645749576.7488
uttar pradesh,2021,4,8087,400725104,752059552950.346
uttar pradesh,2022,1,8088,521369445,955324276610.6467
uttar pradesh,2022,2,8089,655438792,1150071386489.6924
uttar pradesh,2022,3,8090,775761504,1224796014974.3357
uttar pradesh,2022,4,8091,890097755,1446927383901.7651
uttar pradesh,2023,1,8092,1011060339,1635880038405.158
uttar pradesh,2023,2,8093,1220844008,1835097474392.2053
uttar pradesh,2023,3,8094,1361433436,1863230615478.421
uttar pradesh,2023,4,8095,1577265501,2264890592908.507
uttar pradesh,2024,1,8096,1794266530,2483961606826.365
uttar pradesh,2024,2,8097,2144136082,2705836943014.7227
uttar pradesh,2024,3,8098,2285132385,2715325163720.8394
uttar pradesh,2024,4,8099,2542936824,3210878904579.125
uttar pradesh,2025,1,8100,2618333992,3288600991414.496
uttar pradesh,2025,2,8101,2874104324,3364968247717.4697
uttar pradesh,2025,3,8102,2995994617,3220415579009.7754
uttar pradesh,2025,4,8103,3206270064,3696522346306.7783
uttar pradesh,2026,1,8104,3294478040,3761378430097.705
uttar pradesh,2026,2,8105,3665306240,3938705461574.024
uttarakhand,2018,1,8072,1451113,1711189177.2167993
uttarakhand,2018,2,8073,1963467,3023055876.683943
uttarakhand,2018,3,8074,2523526,4119317467.9760265
uttarakhand,2018,4,8075,3625698,6268906600.516947
uttarakhand,2019,1,8076,6519708,8342691139.590234
uttarakhand,2019,2,8077,6345096,10996460352.932467
uttarakhand,2019,3,8078,6691016,12093509975.50256
uttarakhand,2019,4,8079,8590151,15233913544.563915
uttarakhand,2020,1,8080,9726841,16698596159.683369
uttarakhand,2020,2,8081,9154035,15661272266.921104
uttarakhand,2020,3,8082,12900421,23631778724.122528
uttarakhand,2020,4,8083,18918942,33134968485.444317
uttarakhand,2021,1,8084,21980872,37055782980.02542
uttarakhand,2021,2,8085,25376378,41298099649.73271
uttarakhand,2021,3,8086,33180604,52164580069.14418
uttarakhand,2021,4,8087,36913646,57949052739.9576
uttarakhand,2022,1,8088,45265588,69248100029.00323
uttarakhand,2022,2,8089,60660502,88219812501.76044
uttarakhand,2022,3,8090,68009292,92527276762.59744
uttarakhand,2022,4,8091,75301900,102012862486.52225
uttarakhand,2023,1,8092,80316638,106914144085.76015
uttarakhand,2023,2,8093,104119321,133676491393.38852
uttarakhand,2023,3,8094,106784950,128515385224.72354
uttarakhand,2023,4,8095,119107620,148205383109.23837
uttarakhand,2024,1,8096,123880004,150315536371.2102
uttarakhand,2024,2,8097,159360860,180260957246.1923
uttarakhand,2024,3,8098,159497485,173415603155.37198
uttarakhand,2024,4,8099,171212380,194796895719.51297
uttarakhand,2025,1,8100,175355250,193302070369.7801
uttarakhand,2025,2,8101,202578174,215937765623.93585
uttarakhand,2025,3,8102,197711630,198250402920.4244
uttarakhand,2025,4,8103,203745180,220079294173.82812
uttarakhand,2026,1,8104,204739014,217602962797.85297
uttarakhand,2026,2,8105,247026782,255234602776.51517
west bengal,2018,1,8072,10151521,7623652076.70104
west bengal,2018,2,8073,16783697,14426440347.675003
west bengal,2018,3,8074,54031451,38668036734.002266
west bengal,2018,4,8075,33555072,33751269225.912643
west bengal,2019,1,8076,43101342,42921381534.937065
west bengal,2019,2,8077,44580900,54718845209.54506
west bengal,2019,3,8078,60043951,66423789032.74228
west bengal,2019,4,8079,90948911,82930838430.99612
west bengal,2020,1,8080,63993554,91566525988.34715
west bengal,2020,2,8081,58763095,99278377224.57706
west bengal,2020,3,8082,78767654,147424950291.97803
west bengal,2020,4,8083,101265149,194248152966.42114
west bengal,2021,1,8084,115001959,231129225939.18713
west bengal,2021,2,8085,138748743,266671675321.52402
west bengal,2021,3,8086,175901327,344476718379.314
west bengal,2021,4,8087,189761882,385851696670.8897
west bengal,2022,1,8088,244077613,512176281443.31213
west bengal,2022,2,8089,298813188,605707035569.897
west bengal,2022,3,8090,364129324,695665215498.2949
west bengal,2022,4,8091,400458936,749746367003.5804
west bengal,2023,1,8092,468933668,898862460705.0684
west bengal,2023,2,8093,557201653,1011853593979.1373
west bengal,2023,3,8094,642154264,1073507229812.2742
west bengal,2023,4,8095,747788359,1253569329663.2058
west bengal,2024,1,8096,843082236,1422966170005.288
west bengal,2024,2,8097,988799648,1545997993108.2922
west bengal,2024,3,8098,1091000362,1608053446947.104
west bengal,2024,4,8099,1230402184,1810747542010.678
west bengal,2025,1,8100,1304050364,1913847338922.7925
west bengal,2025,2,8101,1410547289,1934976510103.9966
west bengal,2025,3,8102,1534941462,1981771949298.0732
west bengal,2025,4,8103,1595670079,2082769866475.0676
west bengal,2026,1,8104,1691843395,2280769839448.3564
west bengal,2026,2,8105,1782353009,2211838113700.3
