state,district,year,quarter,period_id,transaction_count,transaction_amount
rajasthan,jaisalmer,2022,3,8090,9036354,14487494123.03749
rajasthan,jaisalmer,2022,4,8091,9985218,17262337270.60288
rajasthan,jaisalmer,2023,1,8092,10959124,18337413473.729248
rajasthan,jaisalmer,2023,2,8093,11946131,19135260255.137398
rajasthan,jaisalmer,2023,3,8094,14964350,21708179669.45832
rajasthan,jaisalmer,2023,4,8095,16841936,27448205775.10685
rajasthan,jaisalmer,2024,1,8096,19472026,28443258525.041782
rajasthan,jaisalmer,2024,2,8097,21235696,29784772773.357113
rajasthan,jaisalmer,2024,3,8098,23962583,30308480663.812695
rajasthan,jaisalmer,2024,4,8099,25253507,36453752301.36806
rajasthan,jaisalmer,2025,1,8100,25841429,34765660350.52017
rajasthan,jaisalmer,2025,2,8101,25307815,33159801164.685646
rajasthan,jaisalmer,2025,3,8102,30203077,34563209380.16484
rajasthan,jaisalmer,2025,4,8103,30808553,42649274446.60094
rajasthan,jaisalmer,2026,1,8104,31425607,40110504787.947586
rajasthan,jaisalmer,2026,2,8105,31064252,39523807260.20828
rajasthan,jalore,2018,1,8072,80292,93120045.11287878
rajasthan,jalore,2018,2,8073,106747,177628145.50668693
rajasthan,jalore,2018,3,8074,129859,246678634.08603358
rajasthan,jalore,2018,4,8075,203458,389872624.09388745
rajasthan,jalore,2019,1,8076,319904,574537892.4792919
rajasthan,jalore,2019,2,8077,397657,850792939.3089864
rajasthan,jalore,2019,3,8078,429362,1007396730.2057905
rajasthan,jalore,2019,4,8079,581900,1406332894.8159788
rajasthan,jalore,2020,1,8080,814381,1943085406.9705267
rajasthan,jalore,2020,2,8081,1218678,2517994773.4827223
rajasthan,jalore,2020,3,8082,1443847,3681477940.100198
rajasthan,jalore,2020,4,8083,1842449,4723352236.677351
rajasthan,jalore,2021,1,8084,2295736,6428566901.529296
rajasthan,jalore,2021,2,8085,3238847,8487237695.426024
rajasthan,jalore,2021,3,8086,3815598,9904185588.670845
rajasthan,jalore,2021,4,8087,4355957,11412641089.47594
rajasthan,jalore,2022,1,8088,5986021,15958210354.992588
rajasthan,jalore,2022,2,8089,7170114,18139512157.422092
rajasthan,jalore,2022,3,8090,7906492,17918811807.948654
rajasthan,jalore,2022,4,8091,9646172,21538530922.05849
rajasthan,jalore,2023,1,8092,11324789,25679020346.886967
rajasthan,jalore,2023,2,8093,12863523,27769641081.97428
rajasthan,jalore,2023,3,8094,13916351,27087675952.785206
rajasthan,jalore,2023,4,8095,16118618,32380011582.81526
rajasthan,jalore,2024,1,8096,20227985,38687262283.34117
rajasthan,jalore,2024,2,8097,24058647,42599565989.631714
rajasthan,jalore,2024,3,8098,24338009,38913366145.54018
rajasthan,jalore,2024,4,8099,26054026,43731406963.58667
rajasthan,jalore,2025,1,8100,27857438,46503287769.60217
rajasthan,jalore,2025,2,8101,30518464,49150741790.77254
rajasthan,jalore,2025,3,8102,30671241,43095199918.93789
rajasthan,jalore,2025,4,8103,32059523,50204197662.07092
rajasthan,jalore,2026,1,8104,34087167,53134642784.08809
rajasthan,jalore,2026,2,8105,36420288,56666618196.27289
rajasthan,jhalawar,2018,1,8072,106169,103492938.21522324
rajasthan,jhalawar,2018,2,8073,143515,222069849.95336258
rajasthan,jhalawar,2018,3,8074,219013,357213157.0599221
rajasthan,jhalawar,2018,4,8075,326992,560268653.3462142
rajasthan,jhalawar,2019,1,8076,670425,824563722.2951989
rajasthan,jhalawar,2019,2,8077,615489,1110704729.6289701
rajasthan,jhalawar,2019,3,8078,755756,1336022310.9843984
rajasthan,jhalawar,2019,4,8079,942260,1811180681.9704237
rajasthan,jhalawar,2020,1,8080,1125310,2299028402.284724
rajasthan,jhalawar,2020,2,8081,1376518,3435106085.0553846
rajasthan,jhalawar,2020,3,8082,1774146,4085636941.913339
rajasthan,jhalawar,2020,4,8083,2237071,4862386960.197562
rajasthan,jhalawar,2021,1,8084,2783155,6103558625.972729
rajasthan,jhalawar,2021,2,8085,3340078,7706596215.104816
rajasthan,jhalawar,2021,3,8086,4293237,8331339064.706272
rajasthan,jhalawar,2021,4,8087,4841885,9487479619.708515
rajasthan,jhalawar,2022,1,8088,6684230,12293531656.657139
rajasthan,jhalawar,2022,2,8089,7302549,13411366709.036144
rajasthan,jhalawar,2022,3,8090,8981143,13482720674.722523
rajasthan,jhalawar,2022,4,8091,9952687,15856441636.037954
rajasthan,jhalawar,2023,1,8092,11870676,18581145777.956627
rajasthan,jhalawar,2023,2,8093,13363373,21034095040.64968
rajasthan,jhalawar,2023,3,8094,15383010,20974555124.620266
rajasthan,jhalawar,2023,4,8095,16752539,24190925201.077637
rajasthan,jhalawar,2024,1,8096,20899627,28476550162.89991
rajasthan,jhalawar,2024,2,8097,22792622,30911010850.446205
rajasthan,jhalawar,2024,3,8098,24078991,29409407002.072678
rajasthan,jhalawar,2024,4,8099,24595577,33445226925.801804
rajasthan,jhalawar,2025,1,8100,26261465,34227864689.349354
rajasthan,jhalawar,2025,2,8101,27140192,34705261330.44331
rajasthan,jhalawar,2025,3,8102,28912848,31963340027.65274
rajasthan,jhalawar,2025,4,8103,29839104,36230657164.1667
rajasthan,jhalawar,2026,1,8104,32393835,37659318265.747086
rajasthan,jhalawar,2026,2,8105,33007685,39264343431.37933
rajasthan,jhunjhunu,2018,1,8072,263556,292926985.7091482
rajasthan,jhunjhunu,2018,2,8073,348532,528604153.195237
rajasthan,jhunjhunu,2018,3,8074,413579,736275585.3960605
rajasthan,jhunjhunu,2018,4,8075,601104,1258139346.4120793
rajasthan,jhunjhunu,2019,1,8076,1072030,1775783178.5277333
rajasthan,jhunjhunu,2019,2,8077,1092730,2292413848.0902963
rajasthan,jhunjhunu,2019,3,8078,1151111,2668964303.5659685
rajasthan,jhunjhunu,2019,4,8079,1655128,4061012025.2055497
rajasthan,jhunjhunu,2020,1,8080,2092930,4876120048.807724
rajasthan,jhunjhunu,2020,2,8081,2804372,5812031409.276189
rajasthan,jhunjhunu,2020,3,8082,3606202,8172053698.762335
rajasthan,jhunjhunu,2020,4,8083,4688781,11559483964.671633
rajasthan,jhunjhunu,2021,1,8084,5795218,13548813595.628164
rajasthan,jhunjhunu,2021,2,8085,7980695,17388815783.509945
rajasthan,jhunjhunu,2021,3,8086,10052133,20739089126.113174
rajasthan,jhunjhunu,2021,4,8087,10963153,24404074710.445236
rajasthan,jhunjhunu,2022,1,8088,13957642,29139465666.76928
rajasthan,jhunjhunu,2022,2,8089,16324368,33132088429.9382
rajasthan,jhunjhunu,2022,3,8090,19171157,35759992689.98368
rajasthan,jhunjhunu,2022,4,8091,21113214,42450187551.649826
rajasthan,jhunjhunu,2023,1,8092,23187167,45883710164.71626
rajasthan,jhunjhunu,2023,2,8093,27860163,49989483742.56739
rajasthan,jhunjhunu,2023,3,8094,30742098,51736101735.892815
rajasthan,jhunjhunu,2023,4,8095,33941681,62027043886.660355
rajasthan,jhunjhunu,2024,1,8096,39472533,69391700856.58623
rajasthan,jhunjhunu,2024,2,8097,44970158,73412331935.26053
rajasthan,jhunjhunu,2024,3,8098,47060802,73346571835.95384
rajasthan,jhunjhunu,2024,4,8099,49365134,84373515174.3111
rajasthan,jhunjhunu,2025,1,8100,46700221,77888874964.07996
rajasthan,jhunjhunu,2025,2,8101,50997075,80755644121.94751
rajasthan,jhunjhunu,2025,3,8102,51991625,77209540158.7476
rajasthan,jhunjhunu,2025,4,8103,53764250,88036361219.49481
rajasthan,jhunjhunu,2026,1,8104,54670092,86680016106.15231
rajasthan,jhunjhunu,2026,2,8105,57588972,89410708729.10902
rajasthan,jodhpur,2018,1,8072,363327,524027280.3064888
rajasthan,jodhpur,2018,2,8073,478488,885759965.2864273
rajasthan,jodhpur,2018,3,8074,600937,1306411401.0210404
rajasthan,jodhpur,2018,4,8075,913733,1997053909.3989363
rajasthan,jodhpur,2019,1,8076,1672015,2892370646.2665124
rajasthan,jodhpur,2019,2,8077,1882073,3816979172.559825
rajasthan,jodhpur,2019,3,8078,2487813,4973732733.560961
rajasthan,jodhpur,2019,4,8079,3256099,6993098808.195116
rajasthan,jodhpur,2020,1,8080,4044340,8351705045.412898
rajasthan,jodhpur,2020,2,8081,3776733,7437042902.999212
rajasthan,jodhpur,2020,3,8082,5865555,12772875097.88471
rajasthan,jodhpur,2020,4,8083,8050410,17686405132.77063
rajasthan,jodhpur,2021,1,8084,11163050,23539227738.49463
rajasthan,jodhpur,2021,2,8085,12495419,26146637412.881294
rajasthan,jodhpur,2021,3,8086,18806694,36859797269.38621
rajasthan,jodhpur,2021,4,8087,19989040,40715088428.708084
rajasthan,jodhpur,2022,1,8088,26652362,53045821943.44797
rajasthan,jodhpur,2022,2,8089,30069964,56826423885.33928
rajasthan,jodhpur,2022,3,8090,38295950,67799538940.64107
rajasthan,jodhpur,2022,4,8091,43593833,77843958957.85074
rajasthan,jodhpur,2023,1,8092,48871776,89095360022.26906
rajasthan,jodhpur,2023,2,8093,55997814,96002921774.14844
rajasthan,jodhpur,2023,3,8094,65739970,106273629982.87057
rajasthan,jodhpur,2023,4,8095,70713686,119789181977.67313
rajasthan,jodhpur,2024,1,8096,83990264,134541314692.50595
rajasthan,jodhpur,2024,2,8097,96526987,141243746465.72986
rajasthan,jodhpur,2024,3,8098,104081569,141780328490.31354
rajasthan,jodhpur,2024,4,8099,108104300,155645801583.03717
rajasthan,jodhpur,2025,1,8100,108722494,154104746562.41907
rajasthan,jodhpur,2025,2,8101,115626189,156549829765.80566
rajasthan,jodhpur,2025,3,8102,126880180,159638072951.8137
rajasthan,jodhpur,2025,4,8103,125608298,172228400492.09418
rajasthan,jodhpur,2026,1,8104,130348077,173651207758.1962
rajasthan,jodhpur,2026,2,8105,136439834,176605696180.78516
rajasthan,karauli,2018,1,8072,124584,109437751.33601665
rajasthan,karauli,2018,2,8073,158044,202628042.20651233
rajasthan,karauli,2018,3,8074,209807,288321503.2934816
rajasthan,karauli,2018,4,8075,349928,551399616.2315403
rajasthan,karauli,2019,1,8076,673858,792474810.2390639
rajasthan,karauli,2019,2,8077,655103,1156914054.465019
rajasthan,karauli,2019,3,8078,639703,1234545957.0999877
rajasthan,karauli,2019,4,8079,877981,1773828304.6236358
rajasthan,karauli,2020,1,8080,1115265,2220494782.899903
rajasthan,karauli,2020,2,8081,1781084,3245065770.2563934
rajasthan,karauli,2020,3,8082,1932595,3834460948.665873
rajasthan,karauli,2020,4,8083,1992923,4159142580.0642705
rajasthan,karauli,2021,1,8084,2599908,5265721786.0486965
rajasthan,karauli,2021,2,8085,4041411,7758444536.369919
rajasthan,karauli,2021,3,8086,4464710,7992222035.411625
rajasthan,karauli,2021,4,8087,5143427,9442898894.468071
rajasthan,karauli,2022,1,8088,6639074,11646857805.127396
rajasthan,karauli,2022,2,8089,6727070,11932418357.583694
rajasthan,karauli,2022,3,8090,8605625,13293489078.53918
rajasthan,karauli,2022,4,8091,9942271,15743118567.794353
rajasthan,karauli,2023,1,8092,11605042,18250850521.881115
rajasthan,karauli,2023,2,8093,14058362,20468013259.76989
rajasthan,karauli,2023,3,8094,15716462,20498012487.991447
rajasthan,karauli,2023,4,8095,18233367,24835135095.741417
rajasthan,karauli,2024,1,8096,22466216,29455184533.453278
rajasthan,karauli,2024,2,8097,25914017,32109955985.83583
rajasthan,karauli,2024,3,8098,26217497,29418390032.646984
rajasthan,karauli,2024,4,8099,28849099,35469259133.20032
rajasthan,karauli,2025,1,8100,27869495,34214033845.754284
rajasthan,karauli,2025,2,8101,31147562,36853731380.081535
rajasthan,karauli,2025,3,8102,31594254,32901180826.840675
rajasthan,karauli,2025,4,8103,33667576,38264166805.93297
rajasthan,karauli,2026,1,8104,35295359,38890753333.32207
rajasthan,karauli,2026,2,8105,37506937,40783358261.7154
rajasthan,khairthal tijara,2018,1,8072,204818,247849079.04055429
rajasthan,khairthal tijara,2018,2,8073,272462,402230941.0040799
rajasthan,khairthal tijara,2018,3,8074,384389,618013664.6101568
rajasthan,khairthal tijara,2018,4,8075,544858,910202194.2207537
rajasthan,khairthal tijara,2019,1,8076,1039368,1342629222.7114143
rajasthan,khairthal tijara,2019,2,8077,1037698,1735685787.7408328
rajasthan,khairthal tijara,2019,3,8078,1261158,2137842845.1550634
rajasthan,khairthal tijara,2019,4,8079,1555243,2932973093.6936293
rajasthan,khairthal tijara,2020,1,8080,1896649,3531589846.3040895
rajasthan,khairthal tijara,2020,2,8081,2236794,3708238017.037917
rajasthan,khairthal tijara,2020,3,8082,3238749,5614058914.559763
rajasthan,khairthal tijara,2020,4,8083,4062139,7323365309.640099
rajasthan,khairthal tijara,2021,1,8084,4934095,8823558200.921875
rajasthan,khairthal tijara,2021,2,8085,6146969,10417498472.223736
rajasthan,khairthal tijara,2021,3,8086,8167276,12638592822.088385
rajasthan,khairthal tijara,2021,4,8087,8641803,13933253686.51133
rajasthan,khairthal tijara,2022,1,8088,11377647,17757393189.718987
rajasthan,khairthal tijara,2022,2,8089,13474950,19678072486.55022
rajasthan,khairthal tijara,2022,3,8090,16519578,22397037645.04933
rajasthan,khairthal tijara,2022,4,8091,17747807,25132260094.08908
rajasthan,khairthal tijara,2023,1,8092,20116100,28275506514.953045
rajasthan,khairthal tijara,2023,2,8093,24664867,31204868375.50128
rajasthan,khairthal tijara,2023,3,8094,28930401,33676250898.75194
rajasthan,khairthal tijara,2023,4,8095,30913924,38469386829.21079
rajasthan,khairthal tijara,2024,1,8096,37479595,43984237525.09381
rajasthan,khairthal tijara,2024,2,8097,42555219,45324556186.575356
rajasthan,khairthal tijara,2024,3,8098,45733530,46539736236.366684
rajasthan,khairthal tijara,2024,4,8099,46952494,52311347384.88202
rajasthan,khairthal tijara,2025,1,8100,45325125,51128967168.662704
rajasthan,khairthal tijara,2025,2,8101,50798378,53094079545.419464
rajasthan,khairthal tijara,2025,3,8102,55515478,54263792021.41281
rajasthan,khairthal tijara,2025,4,8103,54288928,58106894328.42053
rajasthan,khairthal tijara,2026,1,8104,55457014,58546018651.16547
rajasthan,khairthal tijara,2026,2,8105,59369090,60462828818.36538
rajasthan,kota,2018,1,8072,390870,372080885.4722814
rajasthan,kota,2018,2,8073,468099,657845506.8003368
rajasthan,kota,2018,3,8074,654471,926973425.7851157
rajasthan,kota,2018,4,8075,937951,1336194620.680471
rajasthan,kota,2019,1,8076,2082070,2013381517.270729
rajasthan,kota,2019,2,8077,2077816,2777087724.4659705
rajasthan,kota,2019,3,8078,2979540,3391680270.5367613
rajasthan,kota,2019,4,8079,3513758,4696188725.888438
rajasthan,kota,2020,1,8080,4064375,5423541938.030687
rajasthan,kota,2020,2,8081,3156208,5261126880.032816
rajasthan,kota,2020,3,8082,4583501,7903258492.071563
rajasthan,kota,2020,4,8083,6323529,10668715036.762236
rajasthan,kota,2021,1,8084,8831319,13860434129.010017
rajasthan,kota,2021,2,8085,9064808,15638906751.975513
rajasthan,kota,2021,3,8086,13436742,20387873003.96577
rajasthan,kota,2021,4,8087,14750013,22981255555.343597
rajasthan,kota,2022,1,8088,19271839,28763463482.518623
rajasthan,kota,2022,2,8089,23333865,34907853791.781876
rajasthan,kota,2022,3,8090,28684385,38808490544.124695
rajasthan,kota,2022,4,8091,33401300,44487774829.112236
rajasthan,kota,2023,1,8092,37425483,49540085609.569046
rajasthan,kota,2023,2,8093,42501714,57711035234.29904
rajasthan,kota,2023,3,8094,50515684,59693930292.961296
rajasthan,kota,2023,4,8095,54174805,68038440924.81496
rajasthan,kota,2024,1,8096,62237065,75175425736.31088
rajasthan,kota,2024,2,8097,67813794,82614505254.70079
rajasthan,kota,2024,3,8098,74505518,82259524880.72134
rajasthan,kota,2024,4,8099,78486018,91311908996.49347
rajasthan,kota,2025,1,8100,79003903,89184947002.02295
rajasthan,kota,2025,2,8101,82290095,94889527978.09996
rajasthan,kota,2025,3,8102,88718869,92438455641.28827
rajasthan,kota,2025,4,8103,92974450,102129989533.34865
rajasthan,kota,2026,1,8104,96852694,103981181927.4993
rajasthan,kota,2026,2,8105,99833807,111070080610.9268
rajasthan,kotputli behror,2018,1,8072,226956,280766938.8594191
rajasthan,kotputli behror,2018,2,8073,299806,477255604.4314546
rajasthan,kotputli behror,2018,3,8074,398774,704125854.9675117
rajasthan,kotputli behror,2018,4,8075,620821,1154237682.8230402
rajasthan,kotputli behror,2019,1,8076,1226400,1710391884.2805438
rajasthan,kotputli behror,2019,2,8077,1256216,2292728000.1045704
rajasthan,kotputli behror,2019,3,8078,1505437,2888719105.7824206
rajasthan,kotputli behror,2019,4,8079,2035817,4303474705.005466
rajasthan,kotputli behror,2020,1,8080,2550792,5297074324.071341
rajasthan,kotputli behror,2020,2,8081,2995906,5645899379.03602
rajasthan,kotputli behror,2020,3,8082,4169624,8207256377.530983
rajasthan,kotputli behror,2020,4,8083,5027992,10577592674.50364
rajasthan,kotputli behror,2021,1,8084,6331645,13012486358.632793
rajasthan,kotputli behror,2021,2,8085,7763034,15120731487.637917
rajasthan,kotputli behror,2021,3,8086,9849642,17672932147.895
rajasthan,kotputli behror,2021,4,8087,10332788,20097139714.547527
rajasthan,kotputli behror,2022,1,8088,13132445,24597438451.513756
rajasthan,kotputli behror,2022,2,8089,15235531,27000062001.37857
rajasthan,kotputli behror,2022,3,8090,17489070,29095586044.97558
rajasthan,kotputli behror,2022,4,8091,19097758,34017171362.59322
rajasthan,kotputli behror,2023,1,8092,21019311,37356927116.4002
rajasthan,kotputli behror,2023,2,8093,25201795,40573470324.22519
rajasthan,kotputli behror,2023,3,8094,28431001,43147536079.3358
rajasthan,kotputli behror,2023,4,8095,31453413,50404226781.5895
rajasthan,kotputli behror,2024,1,8096,36422486,56577134671.510765
rajasthan,kotputli behror,2024,2,8097,40808139,58357292923.0307
rajasthan,kotputli behror,2024,3,8098,42974877,58052080860.26396
rajasthan,kotputli behror,2024,4,8099,44960807,66282075872.32487
rajasthan,kotputli behror,2025,1,8100,43150234,63622840099.34994
rajasthan,kotputli behror,2025,2,8101,47587715,65449964021.80033
rajasthan,kotputli behror,2025,3,8102,49869607,64475608971.00716
rajasthan,kotputli behror,2025,4,8103,50143142,71955031113.23819
rajasthan,kotputli behror,2026,1,8104,50790989,71114702325.03592
rajasthan,kotputli behror,2026,2,8105,54444801,73205317652.99188
rajasthan,nagaur,2018,1,8072,125460,143685571.19848752
rajasthan,nagaur,2018,2,8073,156028,256417813.86649615
rajasthan,nagaur,2018,3,8074,187330,354121260.0394473
rajasthan,nagaur,2018,4,8075,275051,556131793.1389434
rajasthan,nagaur,2019,1,8076,479252,829857018.01038
rajasthan,nagaur,2019,2,8077,526054,1110749855.9662
rajasthan,nagaur,2019,3,8078,572767,1374073275.7161436
rajasthan,nagaur,2019,4,8079,793758,1989712131.492073
rajasthan,nagaur,2020,1,8080,1058558,2558194066.030285
rajasthan,nagaur,2020,2,8081,1413612,3054780057.264247
rajasthan,nagaur,2020,3,8082,1728196,4207772441.356733
rajasthan,nagaur,2020,4,8083,2318966,5982976833.427047
rajasthan,nagaur,2021,1,8084,2961964,7852509241.425757
rajasthan,nagaur,2021,2,8085,4147846,10021426373.016376
rajasthan,nagaur,2021,3,8086,5299973,12359177039.62513
rajasthan,nagaur,2021,4,8087,5800873,14383749680.092491
rajasthan,nagaur,2022,1,8088,7777688,18857768189.90093
rajasthan,nagaur,2022,2,8089,9110443,20964424823.514503
rajasthan,nagaur,2022,3,8090,11237717,23117793151.912506
rajasthan,nagaur,2022,4,8091,12259580,26967266053.18521
rajasthan,nagaur,2023,1,8092,14233471,31325958746.14881
rajasthan,nagaur,2023,2,8093,16908960,33876736580.269775
rajasthan,nagaur,2023,3,8094,19200159,35896348675.55662
rajasthan,nagaur,2023,4,8095,20968374,41714387634.16955
rajasthan,nagaur,2024,1,8096,25555104,47953409748.965576
rajasthan,nagaur,2024,2,8097,30692750,52207573289.14986
rajasthan,nagaur,2024,3,8098,31575792,49065666828.49012
rajasthan,nagaur,2024,4,8099,31973193,55004317238.06945
rajasthan,nagaur,2025,1,8100,32106059,54072807328.88974
rajasthan,nagaur,2025,2,8101,35277020,55384482768.64577
rajasthan,nagaur,2025,3,8102,37043552,52564940517.74704
rajasthan,nagaur,2025,4,8103,36005417,57845037298.37308
rajasthan,nagaur,2026,1,8104,37055826,58652903800.43045
rajasthan,nagaur,2026,2,8105,39799872,60471687356.62741
rajasthan,pali,2018,1,8072,106980,125999795.32518142
rajasthan,pali,2018,2,8073,140667,229395395.5122143
rajasthan,pali,2018,3,8074,177130,340409985.3773595
rajasthan,pali,2018,4,8075,269269,532595832.8668737
rajasthan,pali,2019,1,8076,412516,737298693.6547467
rajasthan,pali,2019,2,8077,475548,994265004.3458261
rajasthan,pali,2019,3,8078,534457,1175468787.1545467
rajasthan,pali,2019,4,8079,732870,1682839324.3329728
rajasthan,pali,2020,1,8080,994992,2173041769.167694
rajasthan,pali,2020,2,8081,1230677,2250764071.9425416
rajasthan,pali,2020,3,8082,1733391,3715935411.2384562
rajasthan,pali,2020,4,8083,2317850,5066777268.794888
rajasthan,pali,2021,1,8084,2932161,6381394655.065965
rajasthan,pali,2021,2,8085,3801088,7680477492.052946
rajasthan,pali,2021,3,8086,4833381,9645995522.433687
rajasthan,pali,2021,4,8087,5224818,10846237416.80732
rajasthan,pali,2022,1,8088,6978024,13974094364.377222
rajasthan,pali,2022,2,8089,8493037,16047544818.15628
rajasthan,pali,2022,3,8090,9863911,17133649265.033504
rajasthan,pali,2022,4,8091,11165293,19854219252.449757
rajasthan,pali,2023,1,8092,12655395,22472319058.643692
rajasthan,pali,2023,2,8093,14726628,24679914055.36033
rajasthan,pali,2023,3,8094,15956215,25070218683.982414
rajasthan,pali,2023,4,8095,17926015,29184189757.441345
rajasthan,pali,2024,1,8096,21270599,32948559205.72226
rajasthan,pali,2024,2,8097,25417092,36275359141.90579
rajasthan,pali,2024,3,8098,25972090,34637934223.540665
rajasthan,pali,2024,4,8099,28118558,39954244980.38025
rajasthan,pali,2025,1,8100,28908677,39916295144.275894
rajasthan,pali,2025,2,8101,31662537,42055769162.76348
rajasthan,pali,2025,3,8102,32753316,39197635154.06954
rajasthan,pali,2025,4,8103,33613094,44173730458.3268
rajasthan,pali,2026,1,8104,34976602,45185804165.104706
rajasthan,pali,2026,2,8105,37686843,47928081163.0695
rajasthan,phalodi,2018,1,8072,30423,42090045.05020402
rajasthan,phalodi,2018,2,8073,44859,82157833.58512504
rajasthan,phalodi,2018,3,8074,62416,141669222.1288877
rajasthan,phalodi,2018,4,8075,92248,209620864.74394506
rajasthan,phalodi,2019,1,8076,145400,305318504.85964835
rajasthan,phalodi,2019,2,8077,173674,416884613.9956497
rajasthan,phalodi,2019,3,8078,217649,569999182.2296113
rajasthan,phalodi,2019,4,8079,310570,840450230.9867622
rajasthan,phalodi,2020,1,8080,385759,995170046.6268349
rajasthan,phalodi,2020,2,8081,564101,1277079291.1616087
rajasthan,phalodi,2020,3,8082,664175,1751304341.0292568
rajasthan,phalodi,2020,4,8083,892826,2393466990.4170103
rajasthan,phalodi,2021,1,8084,1180844,3289732926.8356123
rajasthan,phalodi,2021,2,8085,1687021,4396102609.291727
rajasthan,phalodi,2021,3,8086,2199519,5332929586.967438
rajasthan,phalodi,2021,4,8087,2479014,6155513124.576553
rajasthan,phalodi,2022,1,8088,3472079,8228167793.013677
rajasthan,phalodi,2022,2,8089,3850349,8917014570.703815
rajasthan,phalodi,2022,3,8090,5457104,11868522826.311195
rajasthan,phalodi,2022,4,8091,6143033,13336146153.960564
rajasthan,phalodi,2023,1,8092,7001874,14983948160.063747
rajasthan,phalodi,2023,2,8093,7816114,15354102811.35963
rajasthan,phalodi,2023,3,8094,9424104,16606938504.031334
rajasthan,phalodi,2023,4,8095,9658583,18602377062.984882
rajasthan,phalodi,2024,1,8096,11728109,20353684302.78746
rajasthan,phalodi,2024,2,8097,13675777,22672569408.05716
rajasthan,phalodi,2024,3,8098,15140668,22136127809.590977
rajasthan,phalodi,2024,4,8099,15023324,24336591702.266197
rajasthan,phalodi,2025,1,8100,15781864,24856320206.000866
rajasthan,phalodi,2025,2,8101,16754029,26232495458.200027
rajasthan,phalodi,2025,3,8102,18711954,24906932454.349586
rajasthan,phalodi,2025,4,8103,17681468,27048281972.59362
rajasthan,phalodi,2026,1,8104,18674616,27385083852.476704
rajasthan,phalodi,2026,2,8105,20362210,29762174837.648865
rajasthan,pratapgarh,2018,1,8072,40092,43916281.54282451
rajasthan,pratapgarh,2018,2,8073,47672,69382719.512312
rajasthan,pratapgarh,2018,3,8074,99149,139760768.9690314
rajasthan,pratapgarh,2018,4,8075,87368,180877187.32794636
rajasthan,pratapgarh,2019,1,8076,136535,236811666.8438241
rajasthan,pratapgarh,2019,2,8077,143348,321567885.62986654
rajasthan,pratapgarh,2019,3,8078,156907,364726763.8392125
rajasthan,pratapgarh,2019,4,8079,213060,515236068.22210765
rajasthan,pratapgarh,2020,1,8080,275120,636949359.692081
rajasthan,pratapgarh,2020,2,8081,383874,859728976.0984983
rajasthan,pratapgarh,2020,3,8082,450701,1077653221.778174
rajasthan,pratapgarh,2020,4,8083,575599,1361766070.6593122
rajasthan,pratapgarh,2021,1,8084,718519,1774925719.9346986
rajasthan,pratapgarh,2021,2,8085,939930,2202670469.797836
rajasthan,pratapgarh,2021,3,8086,1312267,2902041639.909231
rajasthan,pratapgarh,2021,4,8087,1483852,3304886037.827564
rajasthan,pratapgarh,2022,1,8088,2128229,4537673774.802397
rajasthan,pratapgarh,2022,2,8089,2523264,5216169075.923941
rajasthan,pratapgarh,2022,3,8090,3208139,5578522789.828211
rajasthan,pratapgarh,2022,4,8091,3665547,6329700796.955172
rajasthan,pratapgarh,2023,1,8092,4354875,7260900709.019545
rajasthan,pratapgarh,2023,2,8093,5191775,8307232497.211525
rajasthan,pratapgarh,2023,3,8094,6183333,8727362571.072044
rajasthan,pratapgarh,2023,4,8095,6934631,9617314976.249142
rajasthan,pratapgarh,2024,1,8096,8918611,11496609092.786608
rajasthan,pratapgarh,2024,2,8097,10435506,12975279546.760475
rajasthan,pratapgarh,2024,3,8098,11067131,12538760317.371075
rajasthan,pratapgarh,2024,4,8099,11538770,13878900952.312214
rajasthan,pratapgarh,2025,1,8100,11896011,14097551061.196743
rajasthan,pratapgarh,2025,2,8101,12492338,14634608140.054405
rajasthan,pratapgarh,2025,3,8102,13675282,13872729950.510036
rajasthan,pratapgarh,2025,4,8103,13546080,15057761883.343061
rajasthan,pratapgarh,2026,1,8104,14453769,16080103830.410362
rajasthan,pratapgarh,2026,2,8105,14774001,16762811402.286263
rajasthan,rajsamand,2018,1,8072,71329,109912752.70555857
rajasthan,rajsamand,2018,2,8073,102652,187053118.08788344
rajasthan,rajsamand,2018,3,8074,136293,277303103.27676076
rajasthan,rajsamand,2018,4,8075,204734,434867566.225661
rajasthan,rajsamand,2019,1,8076,307924,586925393.582808
rajasthan,rajsamand,2019,2,8077,339093,716633826.3847972
rajasthan,rajsamand,2019,3,8078,419494,950503091.1703084
rajasthan,rajsamand,2019,4,8079,569083,1364180291.4107828
rajasthan,rajsamand,2020,1,8080,751838,1688173052.6362977
rajasthan,rajsamand,2020,2,8081,904076,1629787123.5199676
rajasthan,rajsamand,2020,3,8082,1289028,2839657349.3142223
rajasthan,rajsamand,2020,4,8083,1798749,3864415813.047662
rajasthan,rajsamand,2021,1,8084,2226611,4869583540.878934
rajasthan,rajsamand,2021,2,8085,2724254,5483076925.327803
rajasthan,rajsamand,2021,3,8086,3813569,7627843037.290646
rajasthan,rajsamand,2021,4,8087,4186636,8318211175.042284
rajasthan,rajsamand,2022,1,8088,5444693,10759795184.165947
rajasthan,rajsamand,2022,2,8089,6407537,12000728037.650103
rajasthan,rajsamand,2022,3,8090,7555286,13375806664.770412
rajasthan,rajsamand,2022,4,8091,8747157,15407789353.880783
