state,district,year,quarter,period_id,registered_merchants
tamil nadu,tiruvallur,2023,1,8092,58660
tamil nadu,tiruvallur,2023,2,8093,59773
tamil nadu,tiruvallur,2023,3,8094,61465
tamil nadu,tiruvallur,2023,4,8095,62846
tamil nadu,tiruvallur,2024,1,8096,65473
tamil nadu,tiruvallur,2024,2,8097,67643
tamil nadu,tiruvallur,2024,3,8098,69533
tamil nadu,tiruvallur,2024,4,8099,71454
tamil nadu,tiruvallur,2025,1,8100,73391
tamil nadu,tiruvallur,2025,2,8101,75037
tamil nadu,tiruvallur,2025,3,8102,76233
tamil nadu,tiruvallur,2025,4,8103,77617
tamil nadu,tiruvallur,2026,1,8104,78852
tamil nadu,tiruvallur,2026,2,8105,80350
tamil nadu,tiruvannamalai,2018,1,8072,1
tamil nadu,tiruvannamalai,2018,2,8073,1
tamil nadu,tiruvannamalai,2018,3,8074,4
tamil nadu,tiruvannamalai,2018,4,8075,16
tamil nadu,tiruvannamalai,2019,1,8076,163
tamil nadu,tiruvannamalai,2019,2,8077,1931
tamil nadu,tiruvannamalai,2019,3,8078,2840
tamil nadu,tiruvannamalai,2019,4,8079,3698
tamil nadu,tiruvannamalai,2020,1,8080,4516
tamil nadu,tiruvannamalai,2020,2,8081,5003
tamil nadu,tiruvannamalai,2020,3,8082,6519
tamil nadu,tiruvannamalai,2020,4,8083,10360
tamil nadu,tiruvannamalai,2021,1,8084,13612
tamil nadu,tiruvannamalai,2021,2,8085,16054
tamil nadu,tiruvannamalai,2021,3,8086,19562
tamil nadu,tiruvannamalai,2021,4,8087,24272
tamil nadu,tiruvannamalai,2022,1,8088,29761
tamil nadu,tiruvannamalai,2022,2,8089,34198
tamil nadu,tiruvannamalai,2022,3,8090,37881
tamil nadu,tiruvannamalai,2022,4,8091,42434
tamil nadu,tiruvannamalai,2023,1,8092,44806
tamil nadu,tiruvannamalai,2023,2,8093,45699
tamil nadu,tiruvannamalai,2023,3,8094,46801
tamil nadu,tiruvannamalai,2023,4,8095,47873
tamil nadu,tiruvannamalai,2024,1,8096,49567
tamil nadu,tiruvannamalai,2024,2,8097,51372
tamil nadu,tiruvannamalai,2024,3,8098,52852
tamil nadu,tiruvannamalai,2024,4,8099,54242
tamil nadu,tiruvannamalai,2025,1,8100,55414
tamil nadu,tiruvannamalai,2025,2,8101,56464
tamil nadu,tiruvannamalai,2025,3,8102,57548
tamil nadu,tiruvannamalai,2025,4,8103,58871
tamil nadu,tiruvannamalai,2026,1,8104,59699
tamil nadu,tiruvannamalai,2026,2,8105,60705
tamil nadu,tiruvarur,2019,1,8076,28
tamil nadu,tiruvarur,2019,2,8077,167
tamil nadu,tiruvarur,2019,3,8078,216
tamil nadu,tiruvarur,2019,4,8079,287
tamil nadu,tiruvarur,2020,1,8080,359
tamil nadu,tiruvarur,2020,2,8081,391
tamil nadu,tiruvarur,2020,3,8082,476
tamil nadu,tiruvarur,2020,4,8083,896
tamil nadu,tiruvarur,2021,1,8084,2028
tamil nadu,tiruvarur,2021,2,8085,2444
tamil nadu,tiruvarur,2021,3,8086,3881
tamil nadu,tiruvarur,2021,4,8087,5724
tamil nadu,tiruvarur,2022,1,8088,7762
tamil nadu,tiruvarur,2022,2,8089,9071
tamil nadu,tiruvarur,2022,3,8090,10260
tamil nadu,tiruvarur,2022,4,8091,11764
tamil nadu,tiruvarur,2023,1,8092,12352
tamil nadu,tiruvarur,2023,2,8093,12558
tamil nadu,tiruvarur,2023,3,8094,13250
tamil nadu,tiruvarur,2023,4,8095,13861
tamil nadu,tiruvarur,2024,1,8096,14611
tamil nadu,tiruvarur,2024,2,8097,15387
tamil nadu,tiruvarur,2024,3,8098,16133
tamil nadu,tiruvarur,2024,4,8099,17011
tamil nadu,tiruvarur,2025,1,8100,17967
tamil nadu,tiruvarur,2025,2,8101,19020
tamil nadu,tiruvarur,2025,3,8102,20122
tamil nadu,tiruvarur,2025,4,8103,20978
tamil nadu,tiruvarur,2026,1,8104,21473
tamil nadu,tiruvarur,2026,2,8105,22112
tamil nadu,vellore,2018,1,8072,5
tamil nadu,vellore,2018,2,8073,6
tamil nadu,vellore,2018,3,8074,13
tamil nadu,vellore,2018,4,8075,42
tamil nadu,vellore,2019,1,8076,289
tamil nadu,vellore,2019,2,8077,3590
tamil nadu,vellore,2019,3,8078,5395
tamil nadu,vellore,2019,4,8079,6630
tamil nadu,vellore,2020,1,8080,7805
tamil nadu,vellore,2020,2,8081,8357
tamil nadu,vellore,2020,3,8082,10011
tamil nadu,vellore,2020,4,8083,13286
tamil nadu,vellore,2021,1,8084,16983
tamil nadu,vellore,2021,2,8085,19834
tamil nadu,vellore,2021,3,8086,23228
tamil nadu,vellore,2021,4,8087,26040
tamil nadu,vellore,2022,1,8088,30527
tamil nadu,vellore,2022,2,8089,33687
tamil nadu,vellore,2022,3,8090,35777
tamil nadu,vellore,2022,4,8091,37467
tamil nadu,vellore,2023,1,8092,38279
tamil nadu,vellore,2023,2,8093,38864
tamil nadu,vellore,2023,3,8094,40200
tamil nadu,vellore,2023,4,8095,41316
tamil nadu,vellore,2024,1,8096,42794
tamil nadu,vellore,2024,2,8097,44563
tamil nadu,vellore,2024,3,8098,46212
tamil nadu,vellore,2024,4,8099,47449
tamil nadu,vellore,2025,1,8100,48713
tamil nadu,vellore,2025,2,8101,49721
tamil nadu,vellore,2025,3,8102,50357
tamil nadu,vellore,2025,4,8103,51155
tamil nadu,vellore,2026,1,8104,52052
tamil nadu,vellore,2026,2,8105,53046
tamil nadu,viluppuram,2018,4,8075,49
tamil nadu,viluppuram,2019,1,8076,883
tamil nadu,viluppuram,2019,2,8077,1490
tamil nadu,viluppuram,2019,3,8078,1840
tamil nadu,viluppuram,2019,4,8079,2330
tamil nadu,viluppuram,2020,1,8080,2722
tamil nadu,viluppuram,2020,2,8081,2920
tamil nadu,viluppuram,2020,3,8082,3569
tamil nadu,viluppuram,2020,4,8083,8649
tamil nadu,viluppuram,2021,1,8084,12837
tamil nadu,viluppuram,2021,2,8085,14463
tamil nadu,viluppuram,2021,3,8086,16771
tamil nadu,viluppuram,2021,4,8087,20088
tamil nadu,viluppuram,2022,1,8088,23866
tamil nadu,viluppuram,2022,2,8089,27276
tamil nadu,viluppuram,2022,3,8090,29786
tamil nadu,viluppuram,2022,4,8091,32305
tamil nadu,viluppuram,2023,1,8092,34014
tamil nadu,viluppuram,2023,2,8093,34345
tamil nadu,viluppuram,2023,3,8094,34695
tamil nadu,viluppuram,2023,4,8095,35258
tamil nadu,viluppuram,2024,1,8096,36201
tamil nadu,viluppuram,2024,2,8097,37249
tamil nadu,viluppuram,2024,3,8098,38169
tamil nadu,viluppuram,2024,4,8099,39051
tamil nadu,viluppuram,2025,1,8100,39964
tamil nadu,viluppuram,2025,2,8101,40864
tamil nadu,viluppuram,2025,3,8102,41623
tamil nadu,viluppuram,2025,4,8103,42568
tamil nadu,viluppuram,2026,1,8104,43165
tamil nadu,viluppuram,2026,2,8105,43884
tamil nadu,virudhunagar,2018,4,8075,5
tamil nadu,virudhunagar,2019,1,8076,282
tamil nadu,virudhunagar,2019,2,8077,390
tamil nadu,virudhunagar,2019,3,8078,557
tamil nadu,virudhunagar,2019,4,8079,1142
tamil nadu,virudhunagar,2020,1,8080,1816
tamil nadu,virudhunagar,2020,2,8081,2391
tamil nadu,virudhunagar,2020,3,8082,3568
tamil nadu,virudhunagar,2020,4,8083,4837
tamil nadu,virudhunagar,2021,1,8084,6806
tamil nadu,virudhunagar,2021,2,8085,7407
tamil nadu,virudhunagar,2021,3,8086,9972
tamil nadu,virudhunagar,2021,4,8087,12738
tamil nadu,virudhunagar,2022,1,8088,16637
tamil nadu,virudhunagar,2022,2,8089,19303
tamil nadu,virudhunagar,2022,3,8090,21744
tamil nadu,virudhunagar,2022,4,8091,23857
tamil nadu,virudhunagar,2023,1,8092,24252
tamil nadu,virudhunagar,2023,2,8093,24517
tamil nadu,virudhunagar,2023,3,8094,25304
tamil nadu,virudhunagar,2023,4,8095,26433
tamil nadu,virudhunagar,2024,1,8096,28277
tamil nadu,virudhunagar,2024,2,8097,30851
tamil nadu,virudhunagar,2024,3,8098,33048
tamil nadu,virudhunagar,2024,4,8099,34920
tamil nadu,virudhunagar,2025,1,8100,36591
tamil nadu,virudhunagar,2025,2,8101,38438
tamil nadu,virudhunagar,2025,3,8102,40154
tamil nadu,virudhunagar,2025,4,8103,41605
tamil nadu,virudhunagar,2026,1,8104,42237
tamil nadu,virudhunagar,2026,2,8105,42923
telangana,adilabad,2018,2,8073,1
telangana,adilabad,2018,3,8074,6
telangana,adilabad,2018,4,8075,18
telangana,adilabad,2019,1,8076,140
telangana,adilabad,2019,2,8077,225
telangana,adilabad,2019,3,8078,340
telangana,adilabad,2019,4,8079,426
telangana,adilabad,2020,1,8080,490
telangana,adilabad,2020,2,8081,526
telangana,adilabad,2020,3,8082,1077
telangana,adilabad,2020,4,8083,5405
telangana,adilabad,2021,1,8084,8831
telangana,adilabad,2021,2,8085,10373
telangana,adilabad,2021,3,8086,12044
telangana,adilabad,2021,4,8087,14288
telangana,adilabad,2022,1,8088,16324
telangana,adilabad,2022,2,8089,17758
telangana,adilabad,2022,3,8090,18581
telangana,adilabad,2022,4,8091,19207
telangana,adilabad,2023,1,8092,18948
telangana,adilabad,2023,2,8093,18985
telangana,adilabad,2023,3,8094,19525
telangana,adilabad,2023,4,8095,20237
telangana,adilabad,2024,1,8096,21056
telangana,adilabad,2024,2,8097,21550
telangana,adilabad,2024,3,8098,22128
telangana,adilabad,2024,4,8099,22586
telangana,adilabad,2025,1,8100,22909
telangana,adilabad,2025,2,8101,23251
telangana,adilabad,2025,3,8102,23549
telangana,adilabad,2025,4,8103,23913
telangana,adilabad,2026,1,8104,24373
telangana,adilabad,2026,2,8105,24947
telangana,bhadradri kothagudem,2018,2,8073,1
telangana,bhadradri kothagudem,2018,3,8074,13
telangana,bhadradri kothagudem,2018,4,8075,40
telangana,bhadradri kothagudem,2019,1,8076,333
telangana,bhadradri kothagudem,2019,2,8077,2528
telangana,bhadradri kothagudem,2019,3,8078,3356
telangana,bhadradri kothagudem,2019,4,8079,5176
telangana,bhadradri kothagudem,2020,1,8080,6142
telangana,bhadradri kothagudem,2020,2,8081,6713
telangana,bhadradri kothagudem,2020,3,8082,8368
telangana,bhadradri kothagudem,2020,4,8083,13044
telangana,bhadradri kothagudem,2021,1,8084,16553
telangana,bhadradri kothagudem,2021,2,8085,18694
telangana,bhadradri kothagudem,2021,3,8086,21188
telangana,bhadradri kothagudem,2021,4,8087,23704
telangana,bhadradri kothagudem,2022,1,8088,25801
telangana,bhadradri kothagudem,2022,2,8089,28059
telangana,bhadradri kothagudem,2022,3,8090,29484
telangana,bhadradri kothagudem,2022,4,8091,30650
telangana,bhadradri kothagudem,2023,1,8092,31141
telangana,bhadradri kothagudem,2023,2,8093,31790
telangana,bhadradri kothagudem,2023,3,8094,32736
telangana,bhadradri kothagudem,2023,4,8095,33758
telangana,bhadradri kothagudem,2024,1,8096,35715
telangana,bhadradri kothagudem,2024,2,8097,37315
telangana,bhadradri kothagudem,2024,3,8098,38681
telangana,bhadradri kothagudem,2024,4,8099,39939
telangana,bhadradri kothagudem,2025,1,8100,41098
telangana,bhadradri kothagudem,2025,2,8101,42202
telangana,bhadradri kothagudem,2025,3,8102,43080
telangana,bhadradri kothagudem,2025,4,8103,44612
telangana,bhadradri kothagudem,2026,1,8104,46071
telangana,bhadradri kothagudem,2026,2,8105,47526
telangana,hanumakonda,2018,3,8074,27
telangana,hanumakonda,2018,4,8075,543
telangana,hanumakonda,2019,1,8076,6217
telangana,hanumakonda,2019,2,8077,9800
telangana,hanumakonda,2019,3,8078,12795
telangana,hanumakonda,2019,4,8079,14435
telangana,hanumakonda,2020,1,8080,15697
telangana,hanumakonda,2020,2,8081,16413
telangana,hanumakonda,2020,3,8082,20347
telangana,hanumakonda,2020,4,8083,24778
telangana,hanumakonda,2021,1,8084,27806
telangana,hanumakonda,2021,2,8085,29175
telangana,hanumakonda,2021,3,8086,31402
telangana,hanumakonda,2021,4,8087,34167
telangana,hanumakonda,2022,1,8088,36588
telangana,hanumakonda,2022,2,8089,38471
telangana,hanumakonda,2022,3,8090,40380
telangana,hanumakonda,2022,4,8091,41917
telangana,hanumakonda,2023,1,8092,42721
telangana,hanumakonda,2023,2,8093,43852
telangana,hanumakonda,2023,3,8094,45166
telangana,hanumakonda,2023,4,8095,47311
telangana,hanumakonda,2024,1,8096,50874
telangana,hanumakonda,2024,2,8097,53014
telangana,hanumakonda,2024,3,8098,55320
telangana,hanumakonda,2024,4,8099,57741
telangana,hanumakonda,2025,1,8100,59636
telangana,hanumakonda,2025,2,8101,61448
telangana,hanumakonda,2025,3,8102,63318
telangana,hanumakonda,2025,4,8103,65147
telangana,hanumakonda,2026,1,8104,66583
telangana,hanumakonda,2026,2,8105,67951
telangana,hyderabad,2018,1,8072,4
telangana,hyderabad,2018,2,8073,120
telangana,hyderabad,2018,3,8074,8635
telangana,hyderabad,2018,4,8075,43089
telangana,hyderabad,2019,1,8076,89190
telangana,hyderabad,2019,2,8077,113122
telangana,hyderabad,2019,3,8078,136575
telangana,hyderabad,2019,4,8079,153947
telangana,hyderabad,2020,1,8080,169563
telangana,hyderabad,2020,2,8081,175767
telangana,hyderabad,2020,3,8082,200958
telangana,hyderabad,2020,4,8083,229680
telangana,hyderabad,2021,1,8084,259052
telangana,hyderabad,2021,2,8085,272044
telangana,hyderabad,2021,3,8086,286835
telangana,hyderabad,2021,4,8087,300187
telangana,hyderabad,2022,1,8088,315537
telangana,hyderabad,2022,2,8089,327620
telangana,hyderabad,2022,3,8090,334782
telangana,hyderabad,2022,4,8091,340713
telangana,hyderabad,2023,1,8092,339217
telangana,hyderabad,2023,2,8093,343659
telangana,hyderabad,2023,3,8094,350108
telangana,hyderabad,2023,4,8095,356730
telangana,hyderabad,2024,1,8096,369386
telangana,hyderabad,2024,2,8097,377759
telangana,hyderabad,2024,3,8098,386459
telangana,hyderabad,2024,4,8099,394816
telangana,hyderabad,2025,1,8100,402219
telangana,hyderabad,2025,2,8101,408540
telangana,hyderabad,2025,3,8102,414946
telangana,hyderabad,2025,4,8103,422307
telangana,hyderabad,2026,1,8104,427788
telangana,hyderabad,2026,2,8105,433462
telangana,jagtial,2018,3,8074,5
telangana,jagtial,2018,4,8075,70
telangana,jagtial,2019,1,8076,597
telangana,jagtial,2019,2,8077,1323
telangana,jagtial,2019,3,8078,2094
telangana,jagtial,2019,4,8079,2956
telangana,jagtial,2020,1,8080,3928
telangana,jagtial,2020,2,8081,4311
telangana,jagtial,2020,3,8082,5520
telangana,jagtial,2020,4,8083,8681
telangana,jagtial,2021,1,8084,11597
telangana,jagtial,2021,2,8085,12469
telangana,jagtial,2021,3,8086,13590
telangana,jagtial,2021,4,8087,15916
telangana,jagtial,2022,1,8088,19364
telangana,jagtial,2022,2,8089,21263
telangana,jagtial,2022,3,8090,22516
telangana,jagtial,2022,4,8091,23735
telangana,jagtial,2023,1,8092,24291
telangana,jagtial,2023,2,8093,24614
telangana,jagtial,2023,3,8094,25129
telangana,jagtial,2023,4,8095,26251
telangana,jagtial,2024,1,8096,28136
telangana,jagtial,2024,2,8097,29431
telangana,jagtial,2024,3,8098,30278
telangana,jagtial,2024,4,8099,30899
telangana,jagtial,2025,1,8100,31556
telangana,jagtial,2025,2,8101,32296
telangana,jagtial,2025,3,8102,33178
telangana,jagtial,2025,4,8103,34471
telangana,jagtial,2026,1,8104,35492
telangana,jagtial,2026,2,8105,36289
telangana,jangaon,2018,3,8074,16
telangana,jangaon,2018,4,8075,76
telangana,jangaon,2019,1,8076,1031
telangana,jangaon,2019,2,8077,1988
telangana,jangaon,2019,3,8078,2657
telangana,jangaon,2019,4,8079,3254
telangana,jangaon,2020,1,8080,3646
telangana,jangaon,2020,2,8081,3838
telangana,jangaon,2020,3,8082,4582
telangana,jangaon,2020,4,8083,6808
telangana,jangaon,2021,1,8084,8798
telangana,jangaon,2021,2,8085,9804
telangana,jangaon,2021,3,8086,10856
telangana,jangaon,2021,4,8087,12048
telangana,jangaon,2022,1,8088,12943
telangana,jangaon,2022,2,8089,13509
telangana,jangaon,2022,3,8090,13811
telangana,jangaon,2022,4,8091,14190
telangana,jangaon,2023,1,8092,14292
telangana,jangaon,2023,2,8093,14537
telangana,jangaon,2023,3,8094,15044
telangana,jangaon,2023,4,8095,15582
telangana,jangaon,2024,1,8096,16463
telangana,jangaon,2024,2,8097,17233
telangana,jangaon,2024,3,8098,17592
telangana,jangaon,2024,4,8099,18100
telangana,jangaon,2025,1,8100,18359
telangana,jangaon,2025,2,8101,18764
telangana,jangaon,2025,3,8102,19061
telangana,jangaon,2025,4,8103,19445
telangana,jangaon,2026,1,8104,19733
telangana,jangaon,2026,2,8105,20220
telangana,jayashankar bhupalpally,2018,3,8074,2
telangana,jayashankar bhupalpally,2018,4,8075,22
telangana,jayashankar bhupalpally,2019,1,8076,295
telangana,jayashankar bhupalpally,2019,2,8077,754
telangana,jayashankar bhupalpally,2019,3,8078,1217
telangana,jayashankar bhupalpally,2019,4,8079,1549
telangana,jayashankar bhupalpally,2020,1,8080,1781
telangana,jayashankar bhupalpally,2020,2,8081,1865
telangana,jayashankar bhupalpally,2020,3,8082,2047
telangana,jayashankar bhupalpally,2020,4,8083,3754
telangana,jayashankar bhupalpally,2021,1,8084,5077
telangana,jayashankar bhupalpally,2021,2,8085,5427
telangana,jayashankar bhupalpally,2021,3,8086,5888
telangana,jayashankar bhupalpally,2021,4,8087,6629
telangana,jayashankar bhupalpally,2022,1,8088,7514
telangana,jayashankar bhupalpally,2022,2,8089,8206
telangana,jayashankar bhupalpally,2022,3,8090,8867
telangana,jayashankar bhupalpally,2022,4,8091,9236
telangana,jayashankar bhupalpally,2023,1,8092,9297
telangana,jayashankar bhupalpally,2023,2,8093,9418
telangana,jayashankar bhupalpally,2023,3,8094,9774
telangana,jayashankar bhupalpally,2023,4,8095,10069
telangana,jayashankar bhupalpally,2024,1,8096,10422
telangana,jayashankar bhupalpally,2024,2,8097,10939
telangana,jayashankar bhupalpally,2024,3,8098,11060
telangana,jayashankar bhupalpally,2024,4,8099,11222
telangana,jayashankar bhupalpally,2025,1,8100,11591
telangana,jayashankar bhupalpally,2025,2,8101,11943
telangana,jayashankar bhupalpally,2025,3,8102,12441
telangana,jayashankar bhupalpally,2025,4,8103,12976
telangana,jayashankar bhupalpally,2026,1,8104,13319
telangana,jayashankar bhupalpally,2026,2,8105,13900
telangana,jogulamba gadwal,2018,3,8074,1
telangana,jogulamba gadwal,2018,4,8075,14
telangana,jogulamba gadwal,2019,1,8076,622
telangana,jogulamba gadwal,2019,2,8077,784
telangana,jogulamba gadwal,2019,3,8078,1615
telangana,jogulamba gadwal,2019,4,8079,2016
telangana,jogulamba gadwal,2020,1,8080,2429
telangana,jogulamba gadwal,2020,2,8081,2582
telangana,jogulamba gadwal,2020,3,8082,3882
telangana,jogulamba gadwal,2020,4,8083,5353
telangana,jogulamba gadwal,2021,1,8084,6466
telangana,jogulamba gadwal,2021,2,8085,6995
telangana,jogulamba gadwal,2021,3,8086,7787
telangana,jogulamba gadwal,2021,4,8087,9507
telangana,jogulamba gadwal,2022,1,8088,10742
telangana,jogulamba gadwal,2022,2,8089,11356
telangana,jogulamba gadwal,2022,3,8090,12148
telangana,jogulamba gadwal,2022,4,8091,12666
telangana,jogulamba gadwal,2023,1,8092,12854
telangana,jogulamba gadwal,2023,2,8093,13014
telangana,jogulamba gadwal,2023,3,8094,13531
telangana,jogulamba gadwal,2023,4,8095,13837
telangana,jogulamba gadwal,2024,1,8096,14098
telangana,jogulamba gadwal,2024,2,8097,14423
telangana,jogulamba gadwal,2024,3,8098,14656
telangana,jogulamba gadwal,2024,4,8099,15003
telangana,jogulamba gadwal,2025,1,8100,15314
telangana,jogulamba gadwal,2025,2,8101,15675
telangana,jogulamba gadwal,2025,3,8102,15979
telangana,jogulamba gadwal,2025,4,8103,16560
telangana,jogulamba gadwal,2026,1,8104,16819
telangana,jogulamba gadwal,2026,2,8105,17219
telangana,kamareddy,2018,3,8074,18
telangana,kamareddy,2018,4,8075,85
telangana,kamareddy,2019,1,8076,1069
telangana,kamareddy,2019,2,8077,1996
telangana,kamareddy,2019,3,8078,2817
telangana,kamareddy,2019,4,8079,3710
telangana,kamareddy,2020,1,8080,4369
telangana,kamareddy,2020,2,8081,4641
telangana,kamareddy,2020,3,8082,5795
telangana,kamareddy,2020,4,8083,9731
telangana,kamareddy,2021,1,8084,13236
telangana,kamareddy,2021,2,8085,14261
telangana,kamareddy,2021,3,8086,16276
telangana,kamareddy,2021,4,8087,19576
telangana,kamareddy,2022,1,8088,22105
telangana,kamareddy,2022,2,8089,24073
telangana,kamareddy,2022,3,8090,26114
telangana,kamareddy,2022,4,8091,27784
telangana,kamareddy,2023,1,8092,28496
telangana,kamareddy,2023,2,8093,28879
telangana,kamareddy,2023,3,8094,29510
telangana,kamareddy,2023,4,8095,30109
telangana,kamareddy,2024,1,8096,30903
telangana,kamareddy,2024,2,8097,31667
telangana,kamareddy,2024,3,8098,32609
telangana,kamareddy,2024,4,8099,33722
telangana,kamareddy,2025,1,8100,34439
telangana,kamareddy,2025,2,8101,35185
telangana,kamareddy,2025,3,8102,36497
telangana,kamareddy,2025,4,8103,38459
telangana,kamareddy,2026,1,8104,39671
telangana,kamareddy,2026,2,8105,40658
telangana,karimnagar,2018,2,8073,1
telangana,karimnagar,2018,3,8074,21
telangana,karimnagar,2018,4,8075,96
telangana,karimnagar,2019,1,8076,1199
telangana,karimnagar,2019,2,8077,5989
telangana,karimnagar,2019,3,8078,8761
telangana,karimnagar,2019,4,8079,10665
telangana,karimnagar,2020,1,8080,11860
telangana,karimnagar,2020,2,8081,12291
telangana,karimnagar,2020,3,8082,14747
telangana,karimnagar,2020,4,8083,17883
telangana,karimnagar,2021,1,8084,21193
telangana,karimnagar,2021,2,8085,22287
telangana,karimnagar,2021,3,8086,23787
telangana,karimnagar,2021,4,8087,26615
telangana,karimnagar,2022,1,8088,30244
telangana,karimnagar,2022,2,8089,32831
telangana,karimnagar,2022,3,8090,34880
telangana,karimnagar,2022,4,8091,36885
telangana,karimnagar,2023,1,8092,37605
telangana,karimnagar,2023,2,8093,38530
telangana,karimnagar,2023,3,8094,39976
telangana,karimnagar,2023,4,8095,42359
telangana,karimnagar,2024,1,8096,45542
telangana,karimnagar,2024,2,8097,48304
telangana,karimnagar,2024,3,8098,50931
telangana,karimnagar,2024,4,8099,53327
telangana,karimnagar,2025,1,8100,55068
telangana,karimnagar,2025,2,8101,56816
telangana,karimnagar,2025,3,8102,58752
telangana,karimnagar,2025,4,8103,61957
telangana,karimnagar,2026,1,8104,64168
telangana,karimnagar,2026,2,8105,66317
telangana,khammam,2018,3,8074,27
telangana,khammam,2018,4,8075,95
telangana,khammam,2019,1,8076,783
telangana,khammam,2019,2,8077,5703
telangana,khammam,2019,3,8078,8673
telangana,khammam,2019,4,8079,11839
telangana,khammam,2020,1,8080,13581
telangana,khammam,2020,2,8081,14708
telangana,khammam,2020,3,8082,18642
telangana,khammam,2020,4,8083,22736
telangana,khammam,2021,1,8084,26144
telangana,khammam,2021,2,8085,27990
telangana,khammam,2021,3,8086,30185
telangana,khammam,2021,4,8087,32963
telangana,khammam,2022,1,8088,35551
telangana,khammam,2022,2,8089,37959
telangana,khammam,2022,3,8090,39809
telangana,khammam,2022,4,8091,41514
telangana,khammam,2023,1,8092,42144
telangana,khammam,2023,2,8093,43136
telangana,khammam,2023,3,8094,44515
telangana,khammam,2023,4,8095,45917
telangana,khammam,2024,1,8096,47800
telangana,khammam,2024,2,8097,49721
telangana,khammam,2024,3,8098,51315
telangana,khammam,2024,4,8099,52949
telangana,khammam,2025,1,8100,54415
telangana,khammam,2025,2,8101,55851
telangana,khammam,2025,3,8102,57172
telangana,khammam,2025,4,8103,59241
telangana,khammam,2026,1,8104,61189
telangana,khammam,2026,2,8105,63019
telangana,kumuram bheem asifabad,2018,3,8074,4
telangana,kumuram bheem asifabad,2018,4,8075,20
telangana,kumuram bheem asifabad,2019,1,8076,78
telangana,kumuram bheem asifabad,2019,2,8077,146
telangana,kumuram bheem asifabad,2019,3,8078,213
telangana,kumuram bheem asifabad,2019,4,8079,288
telangana,kumuram bheem asifabad,2020,1,8080,338
telangana,kumuram bheem asifabad,2020,2,8081,382
telangana,kumuram bheem asifabad,2020,3,8082,410
telangana,kumuram bheem asifabad,2020,4,8083,2954
telangana,kumuram bheem asifabad,2021,1,8084,5070
telangana,kumuram bheem asifabad,2021,2,8085,5953
telangana,kumuram bheem asifabad,2021,3,8086,6762
telangana,kumuram bheem asifabad,2021,4,8087,7677
telangana,kumuram bheem asifabad,2022,1,8088,8553
telangana,kumuram bheem asifabad,2022,2,8089,9383
telangana,kumuram bheem asifabad,2022,3,8090,10133
telangana,kumuram bheem asifabad,2022,4,8091,10822
telangana,kumuram bheem asifabad,2023,1,8092,11099
telangana,kumuram bheem asifabad,2023,2,8093,11137
telangana,kumuram bheem asifabad,2023,3,8094,11555
telangana,kumuram bheem asifabad,2023,4,8095,12040
telangana,kumuram bheem asifabad,2024,1,8096,12699
telangana,kumuram bheem asifabad,2024,2,8097,13191
telangana,kumuram bheem asifabad,2024,3,8098,13275
telangana,kumuram bheem asifabad,2024,4,8099,13358
telangana,kumuram bheem asifabad,2025,1,8100,13380
telangana,kumuram bheem asifabad,2025,2,8101,13472
telangana,kumuram bheem asifabad,2025,3,8102,13583
telangana,kumuram bheem asifabad,2025,4,8103,13966
telangana,kumuram bheem asifabad,2026,1,8104,14176
telangana,kumuram bheem asifabad,2026,2,8105,14621
telangana,mahabubabad,2018,2,8073,1
telangana,mahabubabad,2018,3,8074,20
telangana,mahabubabad,2018,4,8075,59
telangana,mahabubabad,2019,1,8076,576
telangana,mahabubabad,2019,2,8077,1718
telangana,mahabubabad,2019,3,8078,2413
telangana,mahabubabad,2019,4,8079,2998
telangana,mahabubabad,2020,1,8080,3386
telangana,mahabubabad,2020,2,8081,3571
telangana,mahabubabad,2020,3,8082,4501
telangana,mahabubabad,2020,4,8083,7274
telangana,mahabubabad,2021,1,8084,10608
telangana,mahabubabad,2021,2,8085,11886
telangana,mahabubabad,2021,3,8086,13250
telangana,mahabubabad,2021,4,8087,14526
telangana,mahabubabad,2022,1,8088,15794
telangana,mahabubabad,2022,2,8089,17060
telangana,mahabubabad,2022,3,8090,17886
telangana,mahabubabad,2022,4,8091,18659
telangana,mahabubabad,2023,1,8092,19102
telangana,mahabubabad,2023,2,8093,19321
telangana,mahabubabad,2023,3,8094,19874
telangana,mahabubabad,2023,4,8095,20314
telangana,mahabubabad,2024,1,8096,20820
telangana,mahabubabad,2024,2,8097,21697
telangana,mahabubabad,2024,3,8098,22169
telangana,mahabubabad,2024,4,8099,22838
telangana,mahabubabad,2025,1,8100,23462
telangana,mahabubabad,2025,2,8101,24109
telangana,mahabubabad,2025,3,8102,24757
telangana,mahabubabad,2025,4,8103,25464
telangana,mahabubabad,2026,1,8104,26033
telangana,mahabubabad,2026,2,8105,27080
telangana,mahabubnagar,2018,2,8073,1
telangana,mahabubnagar,2018,3,8074,14
telangana,mahabubnagar,2018,4,8075,62
telangana,mahabubnagar,2019,1,8076,1258
telangana,mahabubnagar,2019,2,8077,2209
telangana,mahabubnagar,2019,3,8078,2864
telangana,mahabubnagar,2019,4,8079,3863
telangana,mahabubnagar,2020,1,8080,4590
telangana,mahabubnagar,2020,2,8081,4860
telangana,mahabubnagar,2020,3,8082,6757
telangana,mahabubnagar,2020,4,8083,8784
telangana,mahabubnagar,2021,1,8084,11557
telangana,mahabubnagar,2021,2,8085,12764
telangana,mahabubnagar,2021,3,8086,14119
