state,period_id,transactions,value_inr,registered_users,registered_merchants,year,quarter,period_label,quarter_start,retail_transactions,prior_period,prior_transactions,prior_users,prior_merchants,prior_retail,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,retail_qoq,transaction_yoy,user_yoy,merchant_yoy,state_contribution
delhi,8092,408284405,611515329918.7366,14595060,1500599.0,2023,1,2023-Q1,2023-01-01,241528649,8091.0,365023307.0,14081903.0,1593056.0,213906227.0,1497.7680323566035,9.726156021695337,272.080952339699,407514.1526275418,102.81554169698515,0.11851598835029997,0.036440884445802624,-0.05803750778378158,0.12913332345392647,0.8296233774266257,0.17564375796546727,0.054692068507939284,0.031175115488755296
goa,8092,24526280,35270734819.251785,904953,25609.0,2023,1,2023-Q1,2023-01-01,14541027,8091.0,23220664.0,871837.0,25200.0,13577360.0,1438.0792692267962,35.33730329181147,957.721113670975,1377278.879271029,28.298707225679124,0.056226471387726074,0.03798416447111097,0.01623015873015876,0.07097602184813545,0.7608226248837306,0.19185832875662312,0.2664556649028238,0.0018727377341526165
gujarat,8092,369002002,602862655965.1804,23551635,1582606.0,2023,1,2023-Q1,2023-01-01,204120466,8091.0,329074518.0,22608675.0,1624532.0,179290320.0,1633.7652714555745,14.881552957590202,233.16100280170807,380930.3490351865,67.19728800144873,0.12133265207730237,0.041707884252394356,-0.02580804810246895,0.13849128051084958,0.8252299022874161,0.20880003847361372,0.11531162150867424,0.028175653752760682
haryana,8092,382428292,593038018688.3391,15150515,1205359.0,2023,1,2023-Q1,2023-01-01,219069526,8091.0,346421564.0,14567786.0,1231301.0,197287674.0,1550.716908487354,12.569296782120514,317.2733534158703,492001.1537544741,79.55894568600473,0.1039390492446366,0.04000120539936547,-0.021068771973709155,0.11040655281890555,0.7340396990988993,0.19124173805618283,0.17473598241052257,0.02920083653272878
himachal pradesh,8092,28591197,38288728154.99783,2420834,105878.0,2023,1,2023-Q1,2023-01-01,15826198,8091.0,27607097.0,2334678.0,103146.0,15080061.0,1339.178914230063,22.864372201968305,270.0390732730123,361630.6329454451,43.73616695733784,0.035646631009410346,0.03690273348187634,0.026486727551238154,0.049478380757213225,0.7261365127851311,0.18089060183696937,0.40645589798087145,0.002183120044560002
jammu & kashmir,8092,42238384,56989379844.37264,2995581,211380.0,2023,1,2023-Q1,2023-01-01,21801222,8091.0,37429141.0,2801460.0,191336.0,18526673.0,1349.2320123888414,14.171544138518309,199.82204560507142,269606.3007113854,70.56394068462846,0.12848926989801868,0.06929279732710802,0.10475812183802313,0.176747816512981,1.4945274505668684,0.3417803562038251,0.7253960868819942,0.0032251697178058854
jharkhand,8092,242977596,367883618513.0067,9222109,732754.0,2023,1,2023-Q1,2023-01-01,127450739,8091.0,213455622.0,8761666.0,747878.0,112033002.0,1514.06394897827,12.585545762970929,331.59504554052245,502056.1041127127,79.45622850478128,0.1383049728247494,0.05255199182438597,-0.020222549667191725,0.13761781550761265,0.862076460491298,0.2543602172022412,0.1470070753240249,0.0185528874571639
karnataka,8092,1832273719,2470385672596.304,36773789,2448968.0,2023,1,2023-Q1,2023-01-01,1108594530,8091.0,1636914664.0,35452134.0,2456318.0,973811552.0,1348.262351295726,15.016034917565277,748.1819766530228,1008745.5910392884,66.59547646830735,0.11934590073413864,0.037279984330421456,-0.0029922835724038865,0.1384076598015136,0.7690718475596527,0.19358603677437158,0.12642633471075904,0.13990577180344707
kerala,8092,148764769,194875581991.6593,10759741,749862.0,2023,1,2023-Q1,2023-01-01,85084073,8091.0,145153196.0,10342101.0,727331.0,81180394.0,1309.9578838566226,14.34896154225711,198.38952900667056,259881.92759689022,69.69145446902486,0.024881112504060887,0.04038251028490247,0.030977642916361292,0.04808647516541997,0.5426587946304047,0.21508409634584025,0.30988041211181105,0.011359137888778788
ladakh,8092,1882925,4287184387.0438447,152636,899.0,2023,1,2023-Q1,2023-01-01,794686,8091.0,1936688.0,146028.0,891.0,773705.0,2276.8747491503086,169.78420467185762,2094.4660734149056,4768836.915510395,5.8898293980450225,-0.027760279404839605,0.04525159558440839,0.008978675645342271,0.027117570650312395,0.8981825916718584,0.2199266298483844,0.3162518301610542,0.00014377331980550313
lakshadweep,8092,43520,120064282.06789017,10183,34.0,2023,1,2023-Q1,2023-01-01,11319,8091.0,37014.0,9808.0,34.0,8933.0,2758.8300107511527,299.5,1280.0,3531302.4137614756,3.33889816360601,0.17577132976711507,0.038234094616639513,0.0,0.26709951863875525,0.4340318966653487,0.20723177237700052,0.4782608695652173,3.3230292645408056e-06
madhya pradesh,8092,730638617,1058319171944.054,24981019,2083024.0,2023,1,2023-Q1,2023-01-01,395551751,8091.0,640668697.0,23793582.0,2040575.0,346579011.0,1448.4851297478763,11.992669791610659,350.7586167994224,508068.640564897,83.38426867214665,0.14043127192149996,0.049905768706872244,0.0208024698920648,0.1413032481646732,0.7451947934776944,0.2418708871851063,0.227311641061144,0.0557889132834242
maharashtra,8092,1843209645,2363317566724.5234,56723036,4522908.0,2023,1,2023-Q1,2023-01-01,1121600766,8091.0,1659335577.0,54629272.0,4508736.0,998769959.0,1282.1751302872135,12.5412756571657,407.5275563862895,522521.6977052205,79.73670520738699,0.1108118638259028,0.03832677836160814,0.00314323127368743,0.12298208000066602,0.7229274775741812,0.1938846071258551,0.15010980046727496,0.14074079942598505
manipur,8092,3435277,8751539696.43811,486209,5900.0,2023,1,2023-Q1,2023-01-01,1073657,8091.0,3217150.0,467306.0,2742.0,928790.0,2547.549934528747,82.40830508474576,582.2503389830508,1483311.8129556119,12.134699275414482,0.06780131482834184,0.04045101068678769,1.1517140773158276,0.15597390152779433,0.5218717646219706,0.19610964053413116,2.7060301507537687,0.0002623052849908995
meghalaya,8092,4171750,9672439462.99083,373661,6230.0,2023,1,2023-Q1,2023-01-01,1323801,8091.0,3625736.0,352648.0,5034.0,1152974.0,2318.556831783024,59.9776886035313,669.6227929373997,1552558.5012826372,16.67286658227645,0.1505939759541235,0.05958632971121336,0.23758442590385376,0.1481620574271405,1.0741178628941843,0.2992972561346654,1.0142256708697057,0.0003185396905870429
mizoram,8092,1116672,3027223071.995682,153259,1784.0,2023,1,2023-Q1,2023-01-01,276865,8091.0,1018730.0,146161.0,988.0,261186.0,2710.933086882882,85.90751121076234,625.9372197309417,1696873.9192800906,11.640425684625372,0.09614127393912031,0.04856288613241566,0.8056680161943319,0.06003001692280607,0.6501387587666281,0.24022043471927756,6.051383399209486,8.52650214819235e-05
nagaland,8092,2834148,8050868360.056755,325241,4886.0,2023,1,2023-Q1,2023-01-01,680677,8091.0,2580507.0,311555.0,4561.0,603869.0,2840.6661755337955,66.56590257879657,580.0548505935326,1647742.194035357,15.022706239373266,0.09829114976243036,0.043928038388085566,0.07125630344222755,0.12719314950759197,0.6575176547993273,0.22251749723727832,1.6757940854326399,0.0002164052560670909
odisha,8092,480048713,753356890534.1677,14605734,1002402.0,2023,1,2023-Q1,2023-01-01,237800370,8091.0,425780932.0,13990026.0,1013277.0,208414479.0,1569.3342574051808,14.570735094303483,478.89839904549274,751551.6634385883,68.63071722379718,0.12745470010855264,0.044010497192785714,-0.010732504537258825,0.14099735844168482,0.7851535021187324,0.21594517274461622,0.19475234921406814,0.036654777612687275
puducherry,8092,10217489,14216402974.75116,511080,38372.0,2023,1,2023-Q1,2023-01-01,6224977,8091.0,9748055.0,493378.0,38131.0,5863846.0,1391.3793276167128,13.319086834149902,266.2746012717607,370488.9756789107,75.0802222743993,0.04815668356405456,0.03587918391172695,0.006320316802601589,0.061586030738187914,0.607891905484967,0.17805156338239203,0.15487870944441107,0.0007801703804486161
punjab,8092,98153837,175864657816.9519,8680448,681611.0,2023,1,2023-Q1,2023-01-01,51451166,8091.0,94706019.0,8329482.0,703167.0,49331250.0,1791.7247373319894,12.735193534141908,144.00271855941293,258013.2330859565,78.52256012592899,0.036405479149113074,0.042135393293364354,-0.030655591061582776,0.042973085012036005,0.7657197376057752,0.20563217838435288,0.25726243638624036,0.007494670789934929
rajasthan,8092,919098766,1551787489613.533,28357153,2212283.0,2023,1,2023-Q1,2023-01-01,478301186,8091.0,820996227.0,27182742.0,2221707.0,426355884.0,1688.3794723901663,12.818049499092114,415.45261885572506,701441.673426742,78.01498972763592,0.11949207045503263,0.043204287485052006,-0.004241783457494597,0.12183554619361137,0.7162450158593408,0.21117137583149326,0.18726175289760527,0.07017904633321098
sikkim,8092,3401499,6708361128.239864,262655,1831.0,2023,1,2023-Q1,2023-01-01,1136164,8091.0,3192928.0,252358.0,1585.0,1044864.0,1972.177892229239,143.44893500819225,1857.7274713271436,3663769.0487383204,6.971121813786145,0.06532280088996689,0.040803144738823516,0.15520504731861196,0.08737979296827136,0.8541487920093058,0.20487261117278455,0.502050861361772,0.00025972611949233194
tamil nadu,8092,468044832,720402614621.3375,26767037,1653481.0,2023,1,2023-Q1,2023-01-01,252046397,8091.0,435288054.0,25708338.0,1632127.0,227776260.0,1539.1743811014614,16.188294271297945,283.0663503239529,435688.4745705197,61.773030761679,0.07525310584333189,0.04118115297846159,0.013083540680351557,0.10655253097930406,0.6833259464101575,0.20944590085521408,0.21858685046031945,0.035738204821991845
telangana,8092,1424621673,2371715741378.491,25533334,1767962.0,2023,1,2023-Q1,2023-01-01,807980480,8091.0,1298732509.0,24652313.0,1755424.0,727397449.0,1664.8039169473532,14.442241405641072,805.7988084585528,1341497.0125933087,69.24132978482167,0.09693232680910735,0.035737863623587884,0.007142433964671735,0.11078266924194291,0.73672337904263,0.18163216100308532,0.1438300107850996,0.10877894095308094
andaman & nicobar islands,8093,2939168,5236683780.982016,141172,3030.0,2023,2,2023-Q2,2023-04-01,1593082,8092.0,2449897.0,134328.0,2880.0,1254352.0,1781.6891654311748,46.591419141914194,970.0224422442244,1728278.4755716224,21.463179667356133,0.19971084498654434,0.050949913644214195,0.05208333333333326,0.27004381545212186,1.0704840104934217,0.27097250481660873,0.4882121807465618,0.00019443843564899172
andhra pradesh,8093,1295037315,2509703988271.9307,24687258,1318135.0,2023,2,2023-Q2,2023-04-01,613447829,8092.0,1138724913.0,23903359.0,1291077.0,526737073.0,1937.9395166477736,18.728929889578836,982.476995907096,1903980.9945657544,53.39333351642374,0.13726967787873456,0.03279451226917529,0.02095769655876456,0.16461866924639268,0.5411013617051781,0.16050068685861296,0.13628507317426397,0.085672213917568
arunachal pradesh,8093,10917104,20359353648.82662,521967,11544.0,2023,2,2023-Q2,2023-04-01,4518172,8092.0,8416665.0,493307.0,10591.0,3193883.0,1864.9042501405702,45.21543659043659,945.6950796950797,1763630.7734603793,22.116340688204428,0.2970819202142416,0.058097695755381595,0.08998206023982624,0.41463290922053186,1.225751477041257,0.28328768605160026,2.067765081052352,0.0007222127566635694
assam,8093,139599202,235261543203.49356,7935267,498188.0,2023,2,2023-Q2,2023-04-01,62198937,8092.0,115216347.0,7478158.0,468585.0,49721049.0,1685.2642410054289,15.928258007017432,280.21389917059423,472234.4641049033,62.78150439046348,0.21162669738175266,0.06112588153392862,0.06317530437380614,0.25095785891403866,1.1542994638742052,0.31779647928513555,0.5925300804275833,0.00923507960576857
bihar,8093,698546493,1224912261750.1792,26174400,2036559.0,2023,2,2023-Q2,2023-04-01,339365938,8092.0,557298485.0,24855994.0,1998018.0,256728191.0,1753.515727334958,12.852266985636065,343.00331736031217,601461.7115193713,77.80728498074454,0.2534512685782737,0.053041773344489895,0.019289616009465327,0.32188808980467587,0.9902323646057898,0.26619435607352804,0.19554751437227802,0.04621181481528424
chandigarh,8093,12002645,15001734621.098116,605280,48825.0,2023,2,2023-Q2,2023-04-01,8001836,8092.0,10182795.0,587987.0,47270.0,6679868.0,1249.8690597862485,12.396927803379416,245.8299027137737,307255.18937220925,80.66514670896115,0.1787181220873051,0.02941051417803453,0.03289612862280511,0.19790331186185117,0.5463575715271116,0.1430794478741948,0.09365200250873573,0.0007940259003398894
chhattisgarh,8093,250168113,331458751118.9755,8375641,457643.0,2023,2,2023-Q2,2023-04-01,136171929,8092.0,214685457.0,8004123.0,443733.0,113977816.0,1324.9440432041613,18.301691493150773,546.6446837381977,724273.6174681478,54.63975831819917,0.16527740861366302,0.04641582844241654,0.03134767979843733,0.19472309418527556,0.7415156458787056,0.23486189919167333,0.29288640280249734,0.01654968227096246
dadra & nagar haveli & daman & diu,8093,13139339,13293978308.32088,467310,17453.0,2023,2,2023-Q2,2023-04-01,8303022,8092.0,11627938.0,449889.0,17162.0,7186722.0,1011.7691847604267,26.77533948318341,752.8412880307111,761701.6162448222,37.34779910551882,0.12998013921298868,0.03872288497829457,0.01695606572660524,0.15532811760354726,0.7680972647747164,0.1979758154033886,0.05094237369783827,0.0008692230320355241
delhi,8093,479877785,661524275756.0029,15072030,1518643.0,2023,2,2023-Q2,2023-04-01,293401714,8092.0,408284405.0,14595060.0,1500599.0,241528649.0,1378.5265674592604,9.92466958989045,315.9911743576338,435602.2289346495,100.75902184377287,0.1753517379631484,0.032680235641374455,0.012024531537072836,0.2147698221919836,0.7098025082050625,0.16164328111472526,0.004903280963292955,0.031745951853756976
goa,8093,26864800,38615163972.77406,935702,26285.0,2023,2,2023-Q2,2023-04-01,16228200,8092.0,24526280.0,904953.0,25609.0,14541027.0,1437.3888498248289,35.59832604146852,1022.0582081034811,1469095.0721998883,28.09120852579133,0.09534752110797062,0.033978560212519326,0.026396969815299265,0.116028462088682,0.6767346390552946,0.1742201686345719,0.20650876709813648,0.0017772205215976196
gujarat,8093,425451706,650588973801.5613,24442139,1606526.0,2023,2,2023-Q2,2023-04-01,245264196,8092.0,369002002.0,23551635.0,1582606.0,204120466.0,1529.172323501181,15.214281623826816,264.82715250173356,404966.35211727745,65.72771720183736,0.15297939765649282,0.0378107082586836,0.015114311458442664,0.20156592235097093,0.7517961994702238,0.19272942782788527,0.0647283379505057,0.02814543576918187
haryana,8093,458437725,663139120171.8699,15685619,1231314.0,2023,2,2023-Q2,2023-04-01,273061935,8092.0,382428292.0,15150515.0,1205359.0,219069526.0,1446.5195249188314,12.738926869994168,372.31585525706686,538562.1540662007,78.49954789798223,0.1987547328219117,0.035319195420089766,0.021533003860260802,0.24646243585700733,0.6899846806131891,0.17676177392406323,0.11290834269558836,0.03032760090320889
himachal pradesh,8093,36965811,47592612549.69776,2502650,109661.0,2023,2,2023-Q2,2023-04-01,21622495,8092.0,28591197.0,2420834.0,105878.0,15826198.0,1287.4764887397644,22.821695953894274,337.0916825489463,433997.6158314967,43.81795296985196,0.29290882784655703,0.033796617198866175,0.03572980222520261,0.36624696594848616,0.6625706065404853,0.16633639925880916,0.27397244359766715,0.0024454452631956698
jammu & kashmir,8093,59065448,77930824657.73734,3178196,227949.0,2023,2,2023-Q2,2023-04-01,31290114,8092.0,42238384.0,2995581.0,211380.0,21801222.0,1319.3978425040868,13.942574874204318,259.11694282493016,341878.33531946765,71.72276347965953,0.3983832336009825,0.06096146290152071,0.07838489923360781,0.43524587750172894,1.4043342737296611,0.31184050852354805,0.5435019602797884,0.003907430031228861
jharkhand,8093,292499192,422886248541.147,9650559,745398.0,2023,2,2023-Q2,2023-04-01,157909691,8092.0,242977596.0,9222109.0,732754.0,127450739.0,1445.7689460596766,12.946853895502805,392.40673036418127,567329.4649853461,77.2388418121686,0.20381136703649005,0.04645900411717108,0.017255449987308102,0.23898607602424327,0.8474300276207027,0.23987173402655926,0.09175513217097864,0.019350062780036415
karnataka,8093,2052780671,2779793686048.242,38043386,2486882.0,2023,2,2023-Q2,2023-04-01,1254350536,8092.0,1832273719.0,36773789.0,2448968.0,1108594530.0,1354.160103570189,15.297624093141533,825.4435357206333,1117782.7038227958,65.36962824497273,0.12034607586924628,0.034524508747249216,0.015481623279683498,0.13147819338419442,0.6270845540743673,0.1751038657352666,0.08524817229339487,0.13580015242399465
kerala,8093,157861037,209357724479.3068,11135396,763613.0,2023,2,2023-Q2,2023-04-01,90888495,8092.0,148764769.0,10759741.0,749862.0,85084073.0,1326.2153122642087,14.58251234591344,206.7291114740058,274167.313127601,68.57528910512029,0.061145310554006294,0.034913015099526934,0.018338040866185956,0.06821984180282481,0.4448530286317631,0.1915978378859633,0.20798464892159618,0.010443177485672
ladakh,8093,3396028,7790389777.205618,158956,922.0,2023,2,2023-Q2,2023-04-01,1437079,8092.0,1882925.0,152636.0,899.0,794686.0,2293.971008839037,172.40347071583514,3683.3275488069416,8449446.613021277,5.800347265910063,0.8035917521940599,0.04140569721428755,0.025583982202447064,0.8083607865244888,1.0083301251174621,0.20562782054685425,0.17452229299363053,0.0002246616633483265
lakshadweep,8093,50557,135198933.54788214,10584,34.0,2023,2,2023-Q2,2023-04-01,15989,8092.0,43520.0,10183.0,34.0,11319.0,2674.188214250888,311.29411764705884,1486.9705882352941,3976439.2219965337,3.2123960695389266,0.16169577205882346,0.03937935775311785,0.0,0.4125806166622492,0.5283714743492851,0.1912211592571751,0.2592592592592593,3.344560090170441e-06
madhya pradesh,8093,843782510,1197411249860.0825,26193021,2142311.0,2023,2,2023-Q2,2023-04-01,468684552,8092.0,730638617.0,24981019.0,2083024.0,395551751.0,1419.0993954829455,12.22652593390969,393.8655545343323,558934.3703412261,81.78938198843119,0.15485616331719299,0.04851691598329122,0.028461986035686504,0.18488807296418708,0.7217803352416203,0.23067697045940672,0.18224647198670252,0.05581979365329907
maharashtra,8093,2058432368,2604704587837.528,58661548,4608963.0,2023,2,2023-Q2,2023-04-01,1273343788,8092.0,1843209645.0,56723036.0,4522908.0,1121600766.0,1265.3826418248043,12.72771076704239,446.61507762158215,565138.9667995876,78.56872443938916,0.11676518923597534,0.03417503957298762,0.019026475886752436,0.13529147500600058,0.6172980385575766,0.17657233129509153,0.10236348724689859,0.13617403616369314
manipur,8093,1700053,4552576250.751693,496881,6848.0,2023,2,2023-Q2,2023-04-01,585926,8092.0,3435277.0,486209.0,5900.0,1073657.0,2677.9025423040885,72.55855724299066,248.2554030373832,664803.7749345346,13.781971940967757,-0.5051190922886277,0.02194940858766503,0.16067796610169482,-0.45427077735254373,-0.3064764513261593,0.1649598379450532,2.8065591995553083,0.00011246572017672189
meghalaya,8093,5103808,10680548971.431965,394558,6637.0,2023,2,2023-Q2,2023-04-01,1830555,8092.0,4171750.0,373661.0,6230.0,1323801.0,2092.6627669833906,59.44824468886545,768.9932198282356,1609243.4791972223,16.821354528358317,0.22342134595793128,0.05592502294860857,0.06532905296950231,0.3828022489785097,1.0448530386882,0.28203978450600786,0.7511873350923484,0.00033763855736480835
mizoram,8093,1286147,3263852337.1969995,160684,2544.0,2023,2,2023-Q2,2023-04-01,358005,8092.0,1116672.0,153259.0,1784.0,276865.0,2537.6977415466504,63.161949685534594,505.560927672956,1282960.8243698897,15.832316845485549,0.15176793185465387,0.04844739950019239,0.42600896860986537,0.2930670182218771,0.7475820631068621,0.23172919189906027,7.802768166089965,8.508408185399533e-05
nagaland,8093,3091461,8263465628.271147,339039,4988.0,2023,2,2023-Q2,2023-04-01,838501,8092.0,2834148.0,325241.0,4886.0,680677.0,2672.996886673048,67.97093023255815,619.7796712109061,1656669.1315699974,14.712171756051664,0.09079024807455371,0.04242392564283093,0.020875972165370404,0.2318632772959861,0.5660801454094504,0.20483798747681226,0.5971821966058277,0.000204513263858979
odisha,8093,540567279,798613320310.5529,15180768,1021368.0,2023,2,2023-Q2,2023-04-01,275129628,8092.0,480048713.0,14605734.0,1002402.0,237800370.0,1477.361563185834,14.863171746128721,529.2580920882581,781905.5622562611,67.28039055731568,0.12606755181530915,0.039370428079821274,0.01892055283209726,0.1569772914987475,0.6768107574460975,0.199866835746066,0.13759873828840274,0.035760819419574534
puducherry,8093,11193638,15361823627.269354,527197,38895.0,2023,2,2023-Q2,2023-04-01,6931355,8092.0,10217489.0,511080.0,38372.0,6224977.0,1372.3709510053259,13.5543643141792,287.79118138578224,394956.2572893522,73.77697521040521,0.09553707373700138,0.03153518040228542,0.013629730011466723,0.11347479677434946,0.49448309092703013,0.16243795848979214,0.10327906053213809,0.000740506654244027
punjab,8093,119012408,194504179995.89307,9022142,700473.0,2023,2,2023-Q2,2023-04-01,65508285,8092.0,98153837.0,8680448.0,681611.0,51451166.0,1634.3184989240203,12.880071037713089,169.90291988413543,277675.4849878483,77.63932334472236,0.21250897201298402,0.039363636531202006,0.027672675470319597,0.27321283642046135,0.7131447348992033,0.19167725206879282,0.15861476931016338,0.00787317582198076
rajasthan,8093,1073092744,1694556785190.1577,29493668,2257614.0,2023,2,2023-Q2,2023-04-01,586137559,8092.0,919098766.0,28357153.0,2212283.0,478301186.0,1579.133578774956,13.064088015045973,475.32162008208667,750596.3309893355,76.54571821992435,0.1675488899524864,0.04007860027415311,0.02049059726987923,0.22545704705821068,0.7289006958465543,0.19661166913586747,0.12696103782005075,0.07098963871736626
sikkim,8093,4437602,8547336154.627519,272768,2524.0,2023,2,2023-Q2,2023-04-01,1696647,8092.0,3401499.0,262655.0,1831.0,1136164.0,1926.1159866584517,108.06973058637084,1758.162440570523,3386424.783925324,9.253284842796809,0.30460188287575574,0.03850297919323831,0.3784817039868924,0.4933117050003344,0.7663925421138107,0.18780700226441382,0.8696296296296295,0.0002935662033993419
tamil nadu,8093,504160429,781360465422.6838,27769575,1683247.0,2023,2,2023-Q2,2023-04-01,271653945,8092.0,468044832.0,26767037.0,1653481.0,252046397.0,1549.8250566243544,16.497623343454645,299.51660629723386,464198.34131454496,60.61479154794411,0.07716268727009457,0.03745420159877977,0.018002021190446138,0.07779340721938599,0.49104119120225165,0.19146740960680675,0.1472653017826009,0.03335235179849691
telangana,8093,1644044462,2696606763836.345,26347321,1798270.0,2023,2,2023-Q2,2023-04-01,945635928,8092.0,1424621673.0,25533334.0,1767962.0,807980480.0,1640.227394188531,14.651482257947917,914.2367175118308,1499556.1088359063,68.25248001495105,0.15402179621340073,0.03187938559061654,0.017142902392698556,0.17036976932908088,0.6552851325512861,0.16510969042209434,0.10141275707511643,0.10876051771408378
tripura,8093,8518239,14533054884.912336,731619,28521.0,2023,2,2023-Q2,2023-04-01,3992703,8092.0,7564973.0,699295.0,26411.0,3266101.0,1706.1102517682748,25.65194067529189,298.66550962448724,509556.28781993396,38.98340529701935,0.126010496005736,0.046223696723128205,0.07989095452652295,0.22246770690802276,0.8525860880299503,0.21277558598282664,0.8407770749967729,0.0005635176572568263
uttar pradesh,8093,1220844008,1835097474392.205,55590099,5399393.0,2023,2,2023-Q2,2023-04-01,651507954,8092.0,1011060339.0,53046420.0,5259389.0,521134716.0,1503.1383717879582,10.295620081738818,226.10763987729732,339871.0696539787,97.1286811343869,0.20748877283376466,0.04795194473067177,0.026619822188471032,0.25017185383596674,0.8626361803742615,0.25303724620095847,0.20354313894372322,0.08076401181795839
uttarakhand,8093,104119321,133676491393.38852,4650851,367202.0,2023,2,2023-Q2,2023-04-01,62644014,8092.0,80316638.0,4480029.0,354593.0,46907377.0,1283.877863488838,12.665647245930034,283.54780475051876,364040.7497600463,78.9537226627987,0.29636054985269666,0.03812966389280059,0.03555907759036425,0.3354832012883602,0.7164269593416817,0.19105967243913335,0.21331734089339593,0.006887934917662145
west bengal,8093,557201653,1011853593979.1372,28151830,2540990.0,2023,2,2023-Q2,2023-04-01,249804214,8092.0,468933668.0,26980199.0,2476853.0,200591201.0,1815.9558366908457,11.079079413929216,219.28526007579723,398212.34793491405,90.26020688530728,0.18823128093246666,0.04342558778013461,0.025894552482525146,0.24533983920860014,0.8647157333631472,0.21440268191701994,0.15553120082947558,0.03686125384814761
tripura,8094,9631541,15862091659.466682,768145,32375.0,2023,3,2023-Q3,2023-07-01,4601060,8093.0,8518239.0,731619.0,28521.0,3992703.0,1646.8903220644218,23.726486486486486,297.49933590733593,489948.777126384,42.14699047705837,0.13069626245518595,0.049924892601203696,0.13512850180568714,0.15236720587531805,0.6565399986103113,0.20639804248609295,0.5917695068587443,0.0005649605803704714
uttar pradesh,8094,1361433436,1863230615478.421,58422771,5617414.0,2023,3,2023-Q3,2023-07-01,747622088,8093.0,1220844008.0,55590099.0,5399393.0,651507954.0,1368.5800320526437,10.400296470938407,242.35946220093444,331688.3205472164,96.15110519150144,0.11515756892669282,0.05095641222009695,0.0403787981352719,0.14752564939521817,0.7549639018952918,0.23416878639854177,0.1546483761808477,0.07985806467919568
uttarakhand,8094,106784950,128515385224.72354,4823928,379354.0,2023,3,2023-Q3,2023-07-01,64961081,8093.0,104119321.0,4650851.0,367202.0,62644014.0,1203.4971709470626,12.716164848663782,281.4915619711404,338774.29847773723,78.64006262116682,0.02560167483228204,0.037214049643817804,0.033093501669380965,0.03698784372278574,0.5701523550634817,0.17442691055378567,0.15292201181022191,0.006263721176791104
west bengal,8094,642154264,1073507229812.2742,29423200,2645684.0,2023,3,2023-Q3,2023-07-01,298345848,8093.0,557201653.0,28151830.0,2540990.0,249804214.0,1671.727947620191,11.121207219002724,242.7176730100798,405757.9173522893,89.91829576660594,0.15246295581251612,0.04516118490343257,0.04120205116903253,0.19431871553615987,0.7635335076721259,0.2015968310043934,0.1325110589258609,0.037667061343227726
andaman & nicobar islands,8094,3294013,5429583227.211581,148091,3143.0,2023,3,2023-Q3,2023-07-01,1795799,8093.0,2939168.0,141172.0,3030.0,1593082.0,1648.318700385087,47.11772192173083,1048.0474069360484,1727516.1397427875,21.223436940799914,0.12072974392753322,0.04901113535261947,0.0372937293729374,0.12724831490155553,0.7549621171557792,0.23748443649672857,0.2729850141757797,0.0001932180422870938
andhra pradesh,8094,1467644978,2654560419251.27,25473637,1365791.0,2023,3,2023-Q3,2023-07-01,730559498,8093.0,1295037315.0,24687258.0,1318135.0,613447829.0,1808.721086531916,18.651196998662314,1074.5750835962458,1943606.612762326,53.615861763280996,0.1332839301236659,0.031853638828581055,0.03615411168051841,0.19090730044787563,0.5345224494590679,0.1475019606553567,0.11630653596961471,0.08608815126766192
arunachal pradesh,8094,13227332,21637138207.620934,552339,13508.0,2023,3,2023-Q3,2023-07-01,5692334,8093.0,10917104.0,521967.0,11544.0,4518172.0,1635.7900601285985,40.88976902576251,979.2220906129701,1601801.7624830422,24.455995321713658,0.2116154613897605,0.058187586571564864,0.1701316701316702,0.25987545405531254,1.0911273576367235,0.265213327896866,0.8554945054945056,0.0007758801175713117
assam,8094,168278113,243468041626.96988,8451423,538577.0,2023,3,2023-Q3,2023-07-01,80789947,8093.0,139599202.0,7935267.0,498188.0,62198937.0,1446.81941867847,15.692135015048915,312.4494974720421,452058.00029888,63.726191435454126,0.2054374995639301,0.06504582643532975,0.0810718042184877,0.2988959441541581,0.9951991257259043,0.2966368142655744,0.4334073222403203,0.009870746579818096
bihar,8094,743992914,1148004167584.6228,27578408,2114351.0,2023,3,2023-Q3,2023-07-01,364225692,8093.0,698546493.0,26174400.0,2036559.0,339365938.0,1543.0310504067822,13.043438861381105,351.8776749934141,542958.178459784,76.66689824880392,0.06505854865124916,0.053640503698270114,0.03819776397344743,0.07325353318163597,0.8689464436539485,0.24976211004650128,0.14374313002535932,0.04364064571650146
chandigarh,8094,13514642,15978579212.550114,622265,49865.0,2023,3,2023-Q3,2023-07-01,9100188,8093.0,12002645.0,605280.0,48825.0,8001836.0,1182.3161288734184,12.478993281861024,271.02460643738095,320436.763512486,80.1346693129133,0.12597198367526485,0.028061393074279684,0.02130056323604701,0.13726249825665016,0.47296206512681116,0.1300533368685428,0.07720723250739892,0.0007927329580821125
chhattisgarh,8094,283570782,349234131102.0796,8766380,476302.0,2023,3,2023-Q3,2023-07-01,158512662,8093.0,250168113.0,8375641.0,457643.0,136171929.0,1231.558937909476,18.405087528500825,595.3592090732351,733219.9552008591,54.33280327797791,0.13352088961073938,0.0466518323791576,0.040771955432509666,0.16406269018925324,0.6801443034795458,0.21553212444479453,0.21833505991891444,0.016633507927218336
