state,period_id,transactions,value_inr,registered_users,registered_merchants,year,quarter,period_label,quarter_start,retail_transactions,prior_period,prior_transactions,prior_users,prior_merchants,prior_retail,average_transaction_value,users_per_merchant,transactions_per_merchant,value_per_merchant,merchants_per_1000_users,transaction_qoq,user_qoq,merchant_qoq,retail_qoq,transaction_yoy,user_yoy,merchant_yoy,state_contribution
lakshadweep,8083,17672,47628614.570741504,5775,7.0,2020,4,2020-Q4,2020-10-01,7929,8082.0,13906.0,5137.0,4.0,7289.0,2695.1456864385186,825.0,2524.5714285714284,6804087.795820215,1.2121212121212122,0.270818351790594,0.12419700214132767,0.75,0.08780353958018927,1.8984746596686897,0.5574433656957929,6.0,6.132123744488869e-06
madhya pradesh,8083,147699496,269845055092.3077,13925932,839834.0,2020,4,2020-Q4,2020-10-01,67928541,8082.0,105895534.0,12744642.0,654441.0,44812503.0,1826.9869728757078,16.581767349261877,175.86748809883858,321307.60970895167,60.307202419198944,0.39476605311797197,0.09268914732952083,0.28328451304242863,0.5158390282283496,1.0801847041313763,0.5104396663393633,0.9048865461209752,0.05125122150693972
maharashtra,8083,397059155,598117839589.4216,34404572,2544284.0,2020,4,2020-Q4,2020-10-01,211773187,8082.0,259184002.0,31432433.0,2160587.0,127581626.0,1506.3695977225902,13.522300183470085,156.05929015785975,235082.97013596818,73.95191546053822,0.5319585774433717,0.09455644111291028,0.17758923848009833,0.6599034958215693,1.0208807466551861,0.44956941922840143,0.5929701758395187,0.1377781729482903
manipur,8083,1186202,3644196614.138252,306249,638.0,2020,4,2020-Q4,2020-10-01,420543,8082.0,1043328.0,275979.0,557.0,416199.0,3072.1551760477996,480.0141065830721,1859.2507836990596,5711906.918711994,2.08327210864362,0.13694063611826768,0.10968225843270685,0.1454219030520647,0.010437314842178802,1.31796429066934,0.797246462713983,0.782122905027933,0.0004116080494545148
meghalaya,8083,836361,2026601308.7769709,197575,383.0,2020,4,2020-Q4,2020-10-01,321204,8082.0,692059.0,176427.0,308.0,315322.0,2423.1178985832325,515.8616187989556,2183.7101827676242,5291387.229182691,1.9385043654308491,0.20851112405156202,0.11986827413037693,0.24350649350649345,0.01865394739345816,1.240962983802902,0.7496125747177329,0.9246231155778895,0.00029021441529337115
mizoram,8083,352855,1096221440.2761316,87194,116.0,2020,4,2020-Q4,2020-10-01,116071,8082.0,282613.0,75962.0,101.0,109236.0,3106.7193047459486,751.6724137931035,3041.853448275862,9450184.829966651,1.3303667683556208,0.24854482985566828,0.1478634053869039,0.14851485148514842,0.06257094730674861,1.4450164915879045,0.9482515920008938,0.8412698412698412,0.00012243948188442848
nagaland,8083,851689,2766834171.793364,194444,348.0,2020,4,2020-Q4,2020-10-01,266738,8082.0,767214.0,175583.0,304.0,292460.0,3248.6437793529844,558.7471264367816,2447.382183908046,7950672.907452196,1.7897183764991462,0.1101061763732154,0.10741928318800786,0.14473684210526305,-0.08795048895575464,1.2007353967162961,1.0325085975310189,0.7313432835820894,0.00029553317903010303
odisha,8083,94873191,182755800341.008,8592754,464756.0,2020,4,2020-Q4,2020-10-01,36795800,8082.0,69038595.0,7888711.0,355640.0,25581574.0,1926.316574942736,18.48874247992495,204.13548399590323,393229.56635526597,54.08696676292607,0.37420512396001104,0.08924689977868372,0.30681588122820824,0.43837122766566283,0.4444857003009337,0.41435430482652147,0.8443503486263289,0.032920673791677665
puducherry,8083,2534435,4357050361.95191,312159,21019.0,2020,4,2020-Q4,2020-10-01,1272494,8082.0,1545591.0,278348.0,17736.0,727619.0,1719.1407007683804,14.851277415671536,120.57828631238404,207291.0396285223,67.33427516105574,0.6397837461527662,0.12147024587925914,0.18510374379792505,0.7488465804218967,1.320218506196868,0.5657741618346341,0.5221232529509741,0.0008794403034384137
punjab,8083,23593701,54527944550.72394,5310103,228303.0,2020,4,2020-Q4,2020-10-01,10297838,8082.0,17887958.0,4858229.0,181331.0,7823602.0,2311.1229794225137,23.25901543124707,103.34380625747362,238840.24542263543,42.994081282415806,0.3189711760280296,0.09301208320974585,0.25904009794243676,0.3162527950680518,0.687587562506585,0.5427053821070564,0.9615682029075163,0.008186933800501967
rajasthan,8083,184672061,370817106324.8167,16423105,981664.0,2020,4,2020-Q4,2020-10-01,79104977,8082.0,143008603.0,15099115.0,808116.0,57900495.0,2007.9762164175809,16.72986378231248,188.12145601753758,377743.40948106145,59.77334980200151,0.2913353261691536,0.08768659620116814,0.21475629736324975,0.36622281035766613,1.2171878706877757,0.4884517708185019,0.8104099160324068,0.06408057549806456
sikkim,8083,778335,2085958059.255025,157981,291.0,2020,4,2020-Q4,2020-10-01,273203,8082.0,639577.0,143462.0,242.0,256031.0,2680.0260289657085,542.8900343642612,2674.6907216494847,7168240.753453694,1.8419936574651383,0.21695276721958412,0.10120450014638016,0.2024793388429753,0.06707000324179502,0.90261484720854,0.5793677770224337,0.9019607843137254,0.000270079591142301
tamil nadu,8083,112119794,204191947116.8283,15495864,769374.0,2020,4,2020-Q4,2020-10-01,52957176,8082.0,70529798.0,13765652.0,620844.0,31747599.0,1821.1944548955228,20.14087296945309,145.72859753513896,265400.1137506964,49.65028087494831,0.5896797832881926,0.1256905230496892,0.23923884260780492,0.6680686939506828,1.0658341958649156,0.5946962095582582,0.8907719151655158,0.038905186227625656
telangana,8083,321839483,640618169487.1467,15891633,986977.0,2020,4,2020-Q4,2020-10-01,150218614,8082.0,207472326.0,14605692.0,802189.0,91185733.0,1990.489679872953,16.10132049683022,326.0861023103882,649071.0213988236,62.10670734719333,0.5512405399069946,0.0880438256537246,0.23035469197408598,0.6473916374615314,1.110283712836401,0.40249326912121597,0.726561857662912,0.11167720323779548
tripura,8083,1967767,3877627429.546828,431153,1980.0,2020,4,2020-Q4,2020-10-01,835017,8082.0,1676998.0,395067.0,1801.0,751363.0,1970.5724455928105,217.7540404040404,993.8217171717172,1958397.6916903171,4.592337290938484,0.17338661107526665,0.09134146866227755,0.09938922820655183,0.11133633144032906,0.9336154833333661,0.521320927147177,0.4012738853503184,0.0006828084395836141
uttar pradesh,8083,191598396,380442192615.8421,28545839,1586664.0,2020,4,2020-Q4,2020-10-01,86963902,8082.0,141565257.0,26045233.0,1242714.0,63325777.0,1985.6230561337377,17.991105237151658,120.75549454704966,239774.89412745365,55.58302209999853,0.3534280942957635,0.09601012208260906,0.27677325595430635,0.37327808863679635,0.9674284967501579,0.5088034734071756,0.9146537628439897,0.06648399012661732
uttarakhand,8083,18918942,33134968485.44432,2685323,85892.0,2020,4,2020-Q4,2020-10-01,9591103,8082.0,12900421.0,2456247.0,65658.0,6069189.0,1751.417626072553,31.26394774833512,220.2643086666977,385774.7925935398,31.985723877537264,0.4665367897683339,0.09326260754720517,0.3081726522282129,0.5802940063326418,1.2023992360553382,0.4710801798391484,1.1990885349992317,0.006564808366840637
west bengal,8083,101265149,194248152966.42117,15870777,1136123.0,2020,4,2020-Q4,2020-10-01,42774024,8082.0,78767654.0,14612656.0,922488.0,33531712.0,1918.2132736152018,13.96924188666192,89.13220575589087,170974.58018755115,71.58584611200826,0.28561844688176197,0.08609803720829401,0.23158566832305683,0.2756289926383717,0.11342893374501206,0.45188220405237356,0.7011471018496473,0.03513866142327429
tripura,8084,2012544,4367162381.678455,458876,2294.0,2021,1,2021-Q1,2021-01-01,548634,8083.0,1967767.0,431153.0,1980.0,835017.0,2169.971131899951,200.03312990409765,877.3077593722755,1903732.5116296667,4.999171889573654,0.022755234740698516,0.06429968015994314,0.1585858585858586,-0.3429666701396499,0.781028150691599,0.45859212592418364,0.4213135068153655,0.0005807032708553835
uttar pradesh,8084,227417493,433880828404.01526,30976739,2059413.0,2021,1,2021-Q1,2021-01-01,89939335,8083.0,191598396.0,28545839.0,1586664.0,86963902.0,1907.8603966670905,15.04153804992005,110.4283079693097,210681.79544560282,66.4825629321408,0.18694883541718177,0.08515777027958427,0.29795155117907757,0.03421457560632457,1.1035187858128555,0.46152797273552904,1.1021432661714674,0.06561947566603825
uttarakhand,8084,21980872,37055782980.02542,2888932,124324.0,2021,1,2021-Q1,2021-01-01,9483409,8083.0,18918942.0,2685323.0,85892.0,9591103.0,1685.819515259696,23.237122357710497,176.80312731250604,298058.1623823672,43.034588560755324,0.16184467397806923,0.07582290845458806,0.44744562939505417,-0.011228531275287112,1.259816110903838,0.4274077635220299,1.5729304635761587,0.006342402584317916
west bengal,8084,115001959,231129225939.18716,16981214,1344929.0,2021,1,2021-Q1,2021-01-01,38286845,8083.0,101265149.0,15870777.0,1136123.0,42774024.0,2009.785119740327,12.626104426330311,85.50782903781538,171852.3624215012,79.20099234365694,0.13565190132688199,0.06996739983177891,0.183788198989018,-0.10490429892684405,0.79708660969197,0.4089282995542447,0.7333078156333286,0.033182883825683664
andaman & nicobar islands,8084,316270,962447873.368161,69111,329.0,2021,1,2021-Q1,2021-01-01,86168,8083.0,272005.0,61520.0,187.0,132834.0,3043.1209832363515,210.06382978723406,961.306990881459,2925373.475283164,4.760457814240859,0.16273597911803095,0.12339076723016906,0.7593582887700534,-0.35131065841576703,5.440819485174324,0.8741966101694916,4.9818181818181815,9.125714691128847e-05
andhra pradesh,8084,360571899,827396576580.57,16309736,778520.0,2021,1,2021-Q1,2021-01-01,122228605,8083.0,326093276.0,15263807.0,669451.0,118472460.0,2294.67847848168,20.9496686019627,463.1504637003545,1062781.401352014,47.73345197003802,0.10573239480105068,0.06852346862090175,0.16292305187384892,0.03170479451511343,1.2650898875429029,0.39828103811916415,0.8837318467114783,0.10404010105013206
arunachal pradesh,8084,1511740,4824985661.331147,279538,432.0,2021,1,2021-Q1,2021-01-01,268630,8083.0,1393785.0,257285.0,364.0,498430.0,3191.6769162231253,647.0787037037037,3499.3981481481483,11168948.290118396,1.5454070645135902,0.08462926491532041,0.08649163379132085,0.18681318681318682,-0.4610476897458018,1.1715971741397588,0.6535915622097734,0.763265306122449,0.0004362003328537997
assam,8084,17317732,44333318961.29296,3929145,41335.0,2021,1,2021-Q1,2021-01-01,3579513,8083.0,14784484.0,3615153.0,18200.0,5154466.0,2559.9956715632834,95.05612676908189,418.9604935284868,1072537.0499889432,10.520100428973734,0.17134503984041638,0.08685441529030724,1.271153846153846,-0.3055511472963446,0.9963054290826248,0.5505261886797219,2.6303354997365185,0.004996891305828316
bihar,8084,111690707,277382314169.3477,14274751,734157.0,2021,1,2021-Q1,2021-01-01,33189718,8083.0,97696608.0,13128377.0,527212.0,37187582.0,2483.4860627155645,19.443730700653948,152.13463468985518,377824.2449085791,51.43045927736323,0.14324037739365525,0.08732031385143801,0.3925271048458685,-0.10750534950080914,1.5351506087602802,0.4901878682080958,1.550998637905154,0.03222744888014884
chandigarh,8084,3291014,5639239470.444478,420246,34879.0,2021,1,2021-Q1,2021-01-01,1728889,8083.0,2610842.0,396747.0,31497.0,1450083.0,1713.526429983123,12.04868258837696,94.35517073310588,161680.078856747,82.99662578584925,0.26051825426433317,0.0592291813170609,0.10737530558465891,0.19226899425757016,0.8524955953459834,0.32702418506834907,0.44600140956013434,0.0009495954345499323
chhattisgarh,8084,48630460,85037921799.0683,4682835,185878.0,2021,1,2021-Q1,2021-01-01,19091610,8083.0,39804658.0,4302482.0,153533.0,18163320.0,1748.6555093056554,25.193056736138757,261.62568996868913,457493.2041396416,39.69347628092811,0.22172786913531572,0.08840315892082762,0.21067132147486212,0.051107947225507155,1.5469782899781985,0.5131012430614772,0.8700564403352213,0.014031925356763326
dadra & nagar haveli & daman & diu,8084,2468208,3719731952.627505,284780,11346.0,2021,1,2021-Q1,2021-01-01,969125,8083.0,2074476.0,264058.0,9628.0,1023837.0,1507.0577328278268,25.099594570773842,217.53992596509784,327845.22762449365,39.84128098883348,0.1897982912311349,0.07847518348241667,0.17843788948899042,-0.05343819377498571,1.3298894528525054,0.47208882777728967,1.216881594372802,0.0007121814274626664
delhi,8084,120153276,205668430518.44977,9968730,1076714.0,2021,1,2021-Q1,2021-01-01,56615267,8083.0,101260942.0,9361847.0,956264.0,50818263.0,1711.717211259806,9.258475323995045,111.59256404207616,191014.9125194339,108.00914459514902,0.18657079054231995,0.06482513546739233,0.12595894020898002,0.11407324173988398,0.8508449142386678,0.3280130553520282,0.7339199415109563,0.03466925462359563
goa,8084,6169621,11178477599.490131,596406,11748.0,2021,1,2021-Q1,2021-01-01,2615744,8083.0,4146283.0,553679.0,9461.0,1953066.0,1811.8580702915351,50.766598569969354,525.163517194416,951521.7568513901,19.697990965885655,0.4879883982834745,0.07716926233431276,0.24172920410104637,0.3393013856162568,1.6724003354349999,0.451317829080087,1.103868194842407,0.0017801941694880021
gujarat,8084,92994867,178693454967.36502,15212633,1057340.0,2021,1,2021-Q1,2021-01-01,36594813,8083.0,77350802.0,14183614.0,915535.0,37351915.0,1921.541056318356,14.387645412071803,87.95171562600488,169002.83254900508,69.5040759873718,0.20224825852484374,0.07254984519460272,0.15488757939346942,-0.020269429291644103,0.9781013581904352,0.4187961401994289,0.8363515421608487,0.02683291567273131
haryana,8084,105784676,194682830151.4549,10053988,689584.0,2021,1,2021-Q1,2021-01-01,46819759,8083.0,91338622.0,9406195.0,596567.0,44510568.0,1840.3689221627421,14.579787234042554,153.4036114527019,282319.2390650811,68.58810653046334,0.15815931622003232,0.06886876149176158,0.15592045822179235,0.051879612050783175,1.0605049151427193,0.37619744993894444,0.8323382251734464,0.030523311470247103
himachal pradesh,8084,8416756,15284058641.692797,1638990,31399.0,2021,1,2021-Q1,2021-01-01,2729674,8083.0,7648490.0,1534598.0,24496.0,3543029.0,1815.908485608089,52.19879614000446,268.0580910220071,486768.96212276816,19.157529942220513,0.10044675484965015,0.06802563277157936,0.28180111038536904,-0.22956487231687916,0.987187850533265,0.4474746315055065,1.1705378128024333,0.002428586773353365
jammu & kashmir,8084,6819001,14689457308.71754,1549842,37358.0,2021,1,2021-Q1,2021-01-01,1821330,8083.0,5697218.0,1396218.0,21742.0,2498216.0,2154.194919273005,41.48621446544247,182.53121152095937,393207.8084671969,24.1043925767917,0.19690013617172442,0.11002866314572657,0.7182411921626346,-0.27094774831319635,6.999531923629645,0.5341021123275196,4.566681567575622,0.001967567508917137
jharkhand,8084,52349920,96054296641.1572,5505298,414090.0,2021,1,2021-Q1,2021-01-01,21235684,8083.0,43790272.0,5079848.0,344805.0,20202143.0,1834.8508773491383,13.294931053635683,126.42159916926272,231964.7821516028,75.2166367742491,0.19546916721595142,0.083752505980494,0.20093966154783138,0.051159968524131294,1.5301216639980728,0.4553923266247035,0.9826389221384864,0.015105145414469277
karnataka,8084,521967299,752831794629.573,24058436,1724839.0,2021,1,2021-Q1,2021-01-01,278444938,8083.0,428937584.0,22376108.0,1559103.0,232139007.0,1442.2968566649097,13.948221254273587,302.6179828957949,436464.9655008804,71.69372938457013,0.21688403737547035,0.07518412049137413,0.1063021493769174,0.19947501110832278,0.8762409473925261,0.41146985922870294,0.6029193512263711,0.15060943651858044
kerala,8084,43831729,71423214754.64795,6650208,233096.0,2021,1,2021-Q1,2021-01-01,17500843,8083.0,34407413.0,6108425.0,168782.0,16554145.0,1629.4865930259778,28.529910423173284,188.04153224422555,306411.15572402766,35.050933745230225,0.2739036497745413,0.08869438521386441,0.38104774205780245,0.057187973163216776,1.8397533328046665,0.7060187999956902,1.7997501681560486,0.012647290393425816
ladakh,8084,400146,1350829015.224511,96146,257.0,2021,1,2021-Q1,2021-01-01,110768,8083.0,400254.0,89518.0,109.0,147929.0,3375.8403563312163,374.1089494163424,1556.988326848249,5256144.028110937,2.6730181182784514,-0.00026982865880165186,0.07404097499944151,1.3577981651376145,-0.25120834995166597,1.6764186531824383,0.4051707759086858,2.619718309859155,0.00011545888736827531
lakshadweep,8084,16065,49159946.33657811,6336,10.0,2021,1,2021-Q1,2021-01-01,3956,8083.0,17672.0,5775.0,7.0,7929.0,3060.065131439658,633.6,1606.5,4915994.633657811,1.5782828282828283,-0.09093481213218646,0.0971428571428572,0.4285714285714286,-0.5010720141253626,0.8404170008019247,0.5304347826086957,4.0,4.635425633572104e-06
madhya pradesh,8084,187447068,319696045419.15,15131202,1038097.0,2021,1,2021-Q1,2021-01-01,79551215,8083.0,147699496.0,13925932.0,839834.0,67928541.0,1705.5270526778793,14.57590379319081,180.56797004518845,307963.55775919784,68.60638037876964,0.26911108755577606,0.08654860586709745,0.236074033678084,0.17110148148184123,1.3316232919488291,0.4746472432816784,1.0202492575596578,0.054086333267670914
maharashtra,8084,488141386,712800108227.8447,36994904,2884303.0,2021,1,2021-Q1,2021-01-01,241600887,8083.0,397059155.0,34404572.0,2544284.0,211773187.0,1460.232892909934,12.826289054929388,169.24067478347456,247130.80013710234,77.9648732160516,0.22939209398156302,0.07529034222544606,0.13364034832589433,0.14084738687905762,1.0882297895670199,0.4139724074579507,0.549214624252867,0.14084924329111825
manipur,8084,1151135,3880846919.523519,326912,714.0,2021,1,2021-Q1,2021-01-01,220308,8083.0,1186202.0,306249.0,638.0,420543.0,3371.3221468581173,457.85994397759106,1612.233893557423,5435359.831265433,2.1840740015661706,-0.029562418542541713,0.06747124072241872,0.11912225705329149,-0.47613442620611923,0.8964364026958858,0.6923889297288344,0.6190476190476191,0.00033215068077821497
meghalaya,8084,895045,2367708528.6778736,213559,720.0,2021,1,2021-Q1,2021-01-01,170026,8083.0,836361.0,197575.0,383.0,321204.0,2645.3513830900943,296.6097222222222,1243.1180555555557,3288484.0676081576,3.3714336553364643,0.07016587334894853,0.0809009236998608,0.8798955613577024,-0.4706603902815656,1.0331257907780231,0.6552523271766173,1.8685258964143427,0.0002582579854466569
